ESWind,available_date,prediction_date
2726.66666667,2015-03-08 00:00:00,2015-03-09 19:00:00
2890.83333333,2015-03-08 00:00:00,2015-03-09 20:00:00
2797.83333333,2015-03-08 00:00:00,2015-03-09 21:00:00
2785.33333333,2015-03-08 00:00:00,2015-03-09 22:00:00
2800.16666667,2015-03-08 00:00:00,2015-03-09 23:00:00
2618.83333333,2015-03-09 00:00:00,2015-03-10 00:00:00
2324.16666667,2015-03-09 00:00:00,2015-03-10 01:00:00
2084.0,2015-03-09 00:00:00,2015-03-10 02:00:00
1660.33333333,2015-03-09 00:00:00,2015-03-10 03:00:00
1288.16666667,2015-03-09 00:00:00,2015-03-10 04:00:00
1141.16666667,2015-03-09 00:00:00,2015-03-10 05:00:00
1046.5,2015-03-09 00:00:00,2015-03-10 06:00:00
886.0,2015-03-09 00:00:00,2015-03-10 07:00:00
542.5,2015-03-09 00:00:00,2015-03-10 08:00:00
313.833333333,2015-03-09 00:00:00,2015-03-10 09:00:00
253.666666667,2015-03-09 00:00:00,2015-03-10 10:00:00
289.666666667,2015-03-09 00:00:00,2015-03-10 11:00:00
420.5,2015-03-09 00:00:00,2015-03-10 12:00:00
557.833333333,2015-03-09 00:00:00,2015-03-10 13:00:00
650.166666667,2015-03-09 00:00:00,2015-03-10 14:00:00
732.5,2015-03-09 00:00:00,2015-03-10 15:00:00
810.166666667,2015-03-09 00:00:00,2015-03-10 16:00:00
882.5,2015-03-09 00:00:00,2015-03-10 17:00:00
1066.66666667,2015-03-09 00:00:00,2015-03-10 18:00:00
1034.83333333,2015-03-09 00:00:00,2015-03-10 19:00:00
1113.16666667,2015-03-09 00:00:00,2015-03-10 20:00:00
1226.0,2015-03-09 00:00:00,2015-03-10 21:00:00
1255.83333333,2015-03-09 00:00:00,2015-03-10 22:00:00
1338.66666667,2015-03-09 00:00:00,2015-03-10 23:00:00
1477.0,2015-03-10 00:00:00,2015-03-11 00:00:00
1613.83333333,2015-03-10 00:00:00,2015-03-11 01:00:00
1868.66666667,2015-03-10 00:00:00,2015-03-11 02:00:00
1914.33333333,2015-03-10 00:00:00,2015-03-11 03:00:00
1999.16666667,2015-03-10 00:00:00,2015-03-11 04:00:00
1872.83333333,2015-03-10 00:00:00,2015-03-11 05:00:00
2152.66666667,2015-03-10 00:00:00,2015-03-11 06:00:00
2183.0,2015-03-10 00:00:00,2015-03-11 07:00:00
1712.66666667,2015-03-10 00:00:00,2015-03-11 08:00:00
1338.66666667,2015-03-10 00:00:00,2015-03-11 09:00:00
1346.83333333,2015-03-10 00:00:00,2015-03-11 10:00:00
1420.66666667,2015-03-10 00:00:00,2015-03-11 11:00:00
1614.0,2015-03-10 00:00:00,2015-03-11 12:00:00
1890.83333333,2015-03-10 00:00:00,2015-03-11 13:00:00
2182.66666667,2015-03-10 00:00:00,2015-03-11 14:00:00
2410.0,2015-03-10 00:00:00,2015-03-11 15:00:00
2509.0,2015-03-10 00:00:00,2015-03-11 16:00:00
2407.16666667,2015-03-10 00:00:00,2015-03-11 17:00:00
2566.16666667,2015-03-10 00:00:00,2015-03-11 18:00:00
2644.66666667,2015-03-10 00:00:00,2015-03-11 19:00:00
2545.5,2015-03-10 00:00:00,2015-03-11 20:00:00
2482.5,2015-03-10 00:00:00,2015-03-11 21:00:00
2444.66666667,2015-03-10 00:00:00,2015-03-11 22:00:00
2413.5,2015-03-10 00:00:00,2015-03-11 23:00:00
2247.5,2015-03-11 00:00:00,2015-03-12 00:00:00
2108.0,2015-03-11 00:00:00,2015-03-12 01:00:00
2120.33333333,2015-03-11 00:00:00,2015-03-12 02:00:00
2101.16666667,2015-03-11 00:00:00,2015-03-12 03:00:00
2047.16666667,2015-03-11 00:00:00,2015-03-12 04:00:00
1941.66666667,2015-03-11 00:00:00,2015-03-12 05:00:00
1882.83333333,2015-03-11 00:00:00,2015-03-12 06:00:00
1695.5,2015-03-11 00:00:00,2015-03-12 07:00:00
1351.0,2015-03-11 00:00:00,2015-03-12 08:00:00
1364.0,2015-03-11 00:00:00,2015-03-12 09:00:00
1727.16666667,2015-03-11 00:00:00,2015-03-12 10:00:00
2124.83333333,2015-03-11 00:00:00,2015-03-12 11:00:00
2241.0,2015-03-11 00:00:00,2015-03-12 12:00:00
2714.33333333,2015-03-11 00:00:00,2015-03-12 13:00:00
3280.0,2015-03-11 00:00:00,2015-03-12 14:00:00
3566.0,2015-03-11 00:00:00,2015-03-12 15:00:00
3990.83333333,2015-03-11 00:00:00,2015-03-12 16:00:00
4491.5,2015-03-11 00:00:00,2015-03-12 17:00:00
5255.0,2015-03-11 00:00:00,2015-03-12 18:00:00
6299.16666667,2015-03-11 00:00:00,2015-03-12 19:00:00
7174.5,2015-03-11 00:00:00,2015-03-12 20:00:00
7750.5,2015-03-11 00:00:00,2015-03-12 21:00:00
7984.16666667,2015-03-11 00:00:00,2015-03-12 22:00:00
7679.66666667,2015-03-11 00:00:00,2015-03-12 23:00:00
7239.83333333,2015-03-12 00:00:00,2015-03-13 00:00:00
7057.66666667,2015-03-12 00:00:00,2015-03-13 01:00:00
7296.0,2015-03-12 00:00:00,2015-03-13 02:00:00
7465.66666667,2015-03-12 00:00:00,2015-03-13 03:00:00
7717.5,2015-03-12 00:00:00,2015-03-13 04:00:00
7743.33333333,2015-03-12 00:00:00,2015-03-13 05:00:00
7860.5,2015-03-12 00:00:00,2015-03-13 06:00:00
7918.66666667,2015-03-12 00:00:00,2015-03-13 07:00:00
7741.33333333,2015-03-12 00:00:00,2015-03-13 08:00:00
7918.5,2015-03-12 00:00:00,2015-03-13 09:00:00
7500.33333333,2015-03-12 00:00:00,2015-03-13 10:00:00
6784.16666667,2015-03-12 00:00:00,2015-03-13 11:00:00
6094.66666667,2015-03-12 00:00:00,2015-03-13 12:00:00
5849.33333333,2015-03-12 00:00:00,2015-03-13 13:00:00
5811.33333333,2015-03-12 00:00:00,2015-03-13 14:00:00
5973.66666667,2015-03-12 00:00:00,2015-03-13 15:00:00
6258.0,2015-03-12 00:00:00,2015-03-13 16:00:00
6839.0,2015-03-12 00:00:00,2015-03-13 17:00:00
7163.33333333,2015-03-12 00:00:00,2015-03-13 18:00:00
7227.66666667,2015-03-12 00:00:00,2015-03-13 19:00:00
7201.83333333,2015-03-12 00:00:00,2015-03-13 20:00:00
7308.83333333,2015-03-12 00:00:00,2015-03-13 21:00:00
7252.0,2015-03-12 00:00:00,2015-03-13 22:00:00
6957.33333333,2015-03-12 00:00:00,2015-03-13 23:00:00
6308.33333333,2015-03-13 00:00:00,2015-03-14 00:00:00
6052.33333333,2015-03-13 00:00:00,2015-03-14 01:00:00
6075.33333333,2015-03-13 00:00:00,2015-03-14 02:00:00
6410.83333333,2015-03-13 00:00:00,2015-03-14 03:00:00
6528.66666667,2015-03-13 00:00:00,2015-03-14 04:00:00
6551.83333333,2015-03-13 00:00:00,2015-03-14 05:00:00
6571.16666667,2015-03-13 00:00:00,2015-03-14 06:00:00
6315.0,2015-03-13 00:00:00,2015-03-14 07:00:00
6156.0,2015-03-13 00:00:00,2015-03-14 08:00:00
6446.33333333,2015-03-13 00:00:00,2015-03-14 09:00:00
6455.83333333,2015-03-13 00:00:00,2015-03-14 10:00:00
6845.66666667,2015-03-13 00:00:00,2015-03-14 11:00:00
6972.5,2015-03-13 00:00:00,2015-03-14 12:00:00
7186.66666667,2015-03-13 00:00:00,2015-03-14 13:00:00
7853.66666667,2015-03-13 00:00:00,2015-03-14 14:00:00
8279.33333333,2015-03-13 00:00:00,2015-03-14 15:00:00
8546.66666667,2015-03-13 00:00:00,2015-03-14 16:00:00
8523.5,2015-03-13 00:00:00,2015-03-14 17:00:00
8058.83333333,2015-03-13 00:00:00,2015-03-14 18:00:00
7670.33333333,2015-03-13 00:00:00,2015-03-14 19:00:00
7160.33333333,2015-03-13 00:00:00,2015-03-14 20:00:00
6868.33333333,2015-03-13 00:00:00,2015-03-14 21:00:00
6343.5,2015-03-13 00:00:00,2015-03-14 22:00:00
6008.0,2015-03-13 00:00:00,2015-03-14 23:00:00
5374.5,2015-03-14 00:00:00,2015-03-15 00:00:00
4722.33333333,2015-03-14 00:00:00,2015-03-15 01:00:00
4545.16666667,2015-03-14 00:00:00,2015-03-15 02:00:00
4229.16666667,2015-03-14 00:00:00,2015-03-15 03:00:00
3858.66666667,2015-03-14 00:00:00,2015-03-15 04:00:00
3687.0,2015-03-14 00:00:00,2015-03-15 05:00:00
3771.5,2015-03-14 00:00:00,2015-03-15 06:00:00
3383.33333333,2015-03-14 00:00:00,2015-03-15 07:00:00
3086.33333333,2015-03-14 00:00:00,2015-03-15 08:00:00
3062.16666667,2015-03-14 00:00:00,2015-03-15 09:00:00
3138.83333333,2015-03-14 00:00:00,2015-03-15 10:00:00
3096.66666667,2015-03-14 00:00:00,2015-03-15 11:00:00
2999.5,2015-03-14 00:00:00,2015-03-15 12:00:00
2940.83333333,2015-03-14 00:00:00,2015-03-15 13:00:00
3129.5,2015-03-14 00:00:00,2015-03-15 14:00:00
3622.66666667,2015-03-14 00:00:00,2015-03-15 15:00:00
4023.83333333,2015-03-14 00:00:00,2015-03-15 16:00:00
3989.0,2015-03-14 00:00:00,2015-03-15 17:00:00
3897.0,2015-03-14 00:00:00,2015-03-15 18:00:00
3840.66666667,2015-03-14 00:00:00,2015-03-15 19:00:00
3933.5,2015-03-14 00:00:00,2015-03-15 20:00:00
3954.66666667,2015-03-14 00:00:00,2015-03-15 21:00:00
3960.83333333,2015-03-14 00:00:00,2015-03-15 22:00:00
3867.0,2015-03-14 00:00:00,2015-03-15 23:00:00
3598.5,2015-03-15 00:00:00,2015-03-16 00:00:00
3399.0,2015-03-15 00:00:00,2015-03-16 01:00:00
3109.83333333,2015-03-15 00:00:00,2015-03-16 02:00:00
2687.0,2015-03-15 00:00:00,2015-03-16 03:00:00
2450.33333333,2015-03-15 00:00:00,2015-03-16 04:00:00
2113.16666667,2015-03-15 00:00:00,2015-03-16 05:00:00
1649.33333333,2015-03-15 00:00:00,2015-03-16 06:00:00
1264.83333333,2015-03-15 00:00:00,2015-03-16 07:00:00
851.0,2015-03-15 00:00:00,2015-03-16 08:00:00
709.5,2015-03-15 00:00:00,2015-03-16 09:00:00
701.666666667,2015-03-15 00:00:00,2015-03-16 10:00:00
781.5,2015-03-15 00:00:00,2015-03-16 11:00:00
917.833333333,2015-03-15 00:00:00,2015-03-16 12:00:00
956.333333333,2015-03-15 00:00:00,2015-03-16 13:00:00
1013.0,2015-03-15 00:00:00,2015-03-16 14:00:00
1259.83333333,2015-03-15 00:00:00,2015-03-16 15:00:00
1526.33333333,2015-03-15 00:00:00,2015-03-16 16:00:00
1787.16666667,2015-03-15 00:00:00,2015-03-16 17:00:00
2103.16666667,2015-03-15 00:00:00,2015-03-16 18:00:00
2602.66666667,2015-03-15 00:00:00,2015-03-16 19:00:00
3072.5,2015-03-15 00:00:00,2015-03-16 20:00:00
3528.0,2015-03-15 00:00:00,2015-03-16 21:00:00
3903.16666667,2015-03-15 00:00:00,2015-03-16 22:00:00
4147.33333333,2015-03-15 00:00:00,2015-03-16 23:00:00
4294.5,2015-03-16 00:00:00,2015-03-17 00:00:00
4486.5,2015-03-16 00:00:00,2015-03-17 01:00:00
4746.33333333,2015-03-16 00:00:00,2015-03-17 02:00:00
4499.33333333,2015-03-16 00:00:00,2015-03-17 03:00:00
4462.66666667,2015-03-16 00:00:00,2015-03-17 04:00:00
4458.66666667,2015-03-16 00:00:00,2015-03-17 05:00:00
4473.33333333,2015-03-16 00:00:00,2015-03-17 06:00:00
4563.16666667,2015-03-16 00:00:00,2015-03-17 07:00:00
4495.16666667,2015-03-16 00:00:00,2015-03-17 08:00:00
4834.66666667,2015-03-16 00:00:00,2015-03-17 09:00:00
5040.83333333,2015-03-16 00:00:00,2015-03-17 10:00:00
5546.83333333,2015-03-16 00:00:00,2015-03-17 11:00:00
6078.5,2015-03-16 00:00:00,2015-03-17 12:00:00
6225.0,2015-03-16 00:00:00,2015-03-17 13:00:00
6191.0,2015-03-16 00:00:00,2015-03-17 14:00:00
6072.33333333,2015-03-16 00:00:00,2015-03-17 15:00:00
6484.33333333,2015-03-16 00:00:00,2015-03-17 16:00:00
6461.0,2015-03-16 00:00:00,2015-03-17 17:00:00
6741.33333333,2015-03-16 00:00:00,2015-03-17 18:00:00
7352.66666667,2015-03-16 00:00:00,2015-03-17 19:00:00
7725.83333333,2015-03-16 00:00:00,2015-03-17 20:00:00
7470.83333333,2015-03-16 00:00:00,2015-03-17 21:00:00
7649.16666667,2015-03-16 00:00:00,2015-03-17 22:00:00
7389.5,2015-03-16 00:00:00,2015-03-17 23:00:00
6887.16666667,2015-03-17 00:00:00,2015-03-18 00:00:00
6684.16666667,2015-03-17 00:00:00,2015-03-18 01:00:00
6633.5,2015-03-17 00:00:00,2015-03-18 02:00:00
6641.66666667,2015-03-17 00:00:00,2015-03-18 03:00:00
6380.83333333,2015-03-17 00:00:00,2015-03-18 04:00:00
6132.33333333,2015-03-17 00:00:00,2015-03-18 05:00:00
5948.0,2015-03-17 00:00:00,2015-03-18 06:00:00
5479.16666667,2015-03-17 00:00:00,2015-03-18 07:00:00
5181.0,2015-03-17 00:00:00,2015-03-18 08:00:00
5185.16666667,2015-03-17 00:00:00,2015-03-18 09:00:00
5311.16666667,2015-03-17 00:00:00,2015-03-18 10:00:00
5576.83333333,2015-03-17 00:00:00,2015-03-18 11:00:00
5953.0,2015-03-17 00:00:00,2015-03-18 12:00:00
6454.33333333,2015-03-17 00:00:00,2015-03-18 13:00:00
6578.66666667,2015-03-17 00:00:00,2015-03-18 14:00:00
6502.83333333,2015-03-17 00:00:00,2015-03-18 15:00:00
6719.5,2015-03-17 00:00:00,2015-03-18 16:00:00
6662.33333333,2015-03-17 00:00:00,2015-03-18 17:00:00
6641.33333333,2015-03-17 00:00:00,2015-03-18 18:00:00
6914.5,2015-03-17 00:00:00,2015-03-18 19:00:00
7378.66666667,2015-03-17 00:00:00,2015-03-18 20:00:00
7921.0,2015-03-17 00:00:00,2015-03-18 21:00:00
7845.0,2015-03-17 00:00:00,2015-03-18 22:00:00
8048.83333333,2015-03-17 00:00:00,2015-03-18 23:00:00
7861.16666667,2015-03-18 00:00:00,2015-03-19 00:00:00
7520.16666667,2015-03-18 00:00:00,2015-03-19 01:00:00
7572.16666667,2015-03-18 00:00:00,2015-03-19 02:00:00
7747.33333333,2015-03-18 00:00:00,2015-03-19 03:00:00
7766.33333333,2015-03-18 00:00:00,2015-03-19 04:00:00
7930.66666667,2015-03-18 00:00:00,2015-03-19 05:00:00
8450.16666667,2015-03-18 00:00:00,2015-03-19 06:00:00
8589.83333333,2015-03-18 00:00:00,2015-03-19 07:00:00
8666.16666667,2015-03-18 00:00:00,2015-03-19 08:00:00
9155.83333333,2015-03-18 00:00:00,2015-03-19 09:00:00
9563.5,2015-03-18 00:00:00,2015-03-19 10:00:00
10008.8333333,2015-03-18 00:00:00,2015-03-19 11:00:00
10508.3333333,2015-03-18 00:00:00,2015-03-19 12:00:00
11027.0,2015-03-18 00:00:00,2015-03-19 13:00:00
11469.5,2015-03-18 00:00:00,2015-03-19 14:00:00
11765.5,2015-03-18 00:00:00,2015-03-19 15:00:00
11787.0,2015-03-18 00:00:00,2015-03-19 16:00:00
11515.3333333,2015-03-18 00:00:00,2015-03-19 17:00:00
11312.5,2015-03-18 00:00:00,2015-03-19 18:00:00
11535.0,2015-03-18 00:00:00,2015-03-19 19:00:00
11436.0,2015-03-18 00:00:00,2015-03-19 20:00:00
10945.0,2015-03-18 00:00:00,2015-03-19 21:00:00
10791.1666667,2015-03-18 00:00:00,2015-03-19 22:00:00
11034.3333333,2015-03-18 00:00:00,2015-03-19 23:00:00
11090.0,2015-03-19 00:00:00,2015-03-20 00:00:00
10942.8333333,2015-03-19 00:00:00,2015-03-20 01:00:00
11074.0,2015-03-19 00:00:00,2015-03-20 02:00:00
11085.0,2015-03-19 00:00:00,2015-03-20 03:00:00
11456.6666667,2015-03-19 00:00:00,2015-03-20 04:00:00
11683.5,2015-03-19 00:00:00,2015-03-20 05:00:00
12139.8333333,2015-03-19 00:00:00,2015-03-20 06:00:00
12382.3333333,2015-03-19 00:00:00,2015-03-20 07:00:00
12310.0,2015-03-19 00:00:00,2015-03-20 08:00:00
12408.8333333,2015-03-19 00:00:00,2015-03-20 09:00:00
12434.0,2015-03-19 00:00:00,2015-03-20 10:00:00
12613.0,2015-03-19 00:00:00,2015-03-20 11:00:00
12714.0,2015-03-19 00:00:00,2015-03-20 12:00:00
12644.6666667,2015-03-19 00:00:00,2015-03-20 13:00:00
12385.0,2015-03-19 00:00:00,2015-03-20 14:00:00
12134.8333333,2015-03-19 00:00:00,2015-03-20 15:00:00
12247.1666667,2015-03-19 00:00:00,2015-03-20 16:00:00
12196.0,2015-03-19 00:00:00,2015-03-20 17:00:00
12095.6666667,2015-03-19 00:00:00,2015-03-20 18:00:00
11791.6666667,2015-03-19 00:00:00,2015-03-20 19:00:00
11180.0,2015-03-19 00:00:00,2015-03-20 20:00:00
10639.5,2015-03-19 00:00:00,2015-03-20 21:00:00
9723.33333333,2015-03-19 00:00:00,2015-03-20 22:00:00
8679.5,2015-03-19 00:00:00,2015-03-20 23:00:00
8044.33333333,2015-03-20 00:00:00,2015-03-21 00:00:00
8130.66666667,2015-03-20 00:00:00,2015-03-21 01:00:00
7870.33333333,2015-03-20 00:00:00,2015-03-21 02:00:00
7694.33333333,2015-03-20 00:00:00,2015-03-21 03:00:00
7717.0,2015-03-20 00:00:00,2015-03-21 04:00:00
7460.0,2015-03-20 00:00:00,2015-03-21 05:00:00
7346.16666667,2015-03-20 00:00:00,2015-03-21 06:00:00
7223.16666667,2015-03-20 00:00:00,2015-03-21 07:00:00
7346.83333333,2015-03-20 00:00:00,2015-03-21 08:00:00
7740.0,2015-03-20 00:00:00,2015-03-21 09:00:00
8205.83333333,2015-03-20 00:00:00,2015-03-21 10:00:00
8251.33333333,2015-03-20 00:00:00,2015-03-21 11:00:00
7932.5,2015-03-20 00:00:00,2015-03-21 12:00:00
7731.83333333,2015-03-20 00:00:00,2015-03-21 13:00:00
7761.83333333,2015-03-20 00:00:00,2015-03-21 14:00:00
7330.5,2015-03-20 00:00:00,2015-03-21 15:00:00
7528.16666667,2015-03-20 00:00:00,2015-03-21 16:00:00
7611.16666667,2015-03-20 00:00:00,2015-03-21 17:00:00
7383.33333333,2015-03-20 00:00:00,2015-03-21 18:00:00
7335.66666667,2015-03-20 00:00:00,2015-03-21 19:00:00
7292.0,2015-03-20 00:00:00,2015-03-21 20:00:00
7607.83333333,2015-03-20 00:00:00,2015-03-21 21:00:00
7700.83333333,2015-03-20 00:00:00,2015-03-21 22:00:00
7570.33333333,2015-03-20 00:00:00,2015-03-21 23:00:00
7234.66666667,2015-03-21 00:00:00,2015-03-22 00:00:00
7028.66666667,2015-03-21 00:00:00,2015-03-22 01:00:00
6916.33333333,2015-03-21 00:00:00,2015-03-22 02:00:00
7067.83333333,2015-03-21 00:00:00,2015-03-22 03:00:00
7344.66666667,2015-03-21 00:00:00,2015-03-22 04:00:00
7629.0,2015-03-21 00:00:00,2015-03-22 05:00:00
7656.33333333,2015-03-21 00:00:00,2015-03-22 06:00:00
7818.0,2015-03-21 00:00:00,2015-03-22 07:00:00
8007.0,2015-03-21 00:00:00,2015-03-22 08:00:00
8371.66666667,2015-03-21 00:00:00,2015-03-22 09:00:00
8551.5,2015-03-21 00:00:00,2015-03-22 10:00:00
8670.16666667,2015-03-21 00:00:00,2015-03-22 11:00:00
8678.33333333,2015-03-21 00:00:00,2015-03-22 12:00:00
8433.83333333,2015-03-21 00:00:00,2015-03-22 13:00:00
8467.0,2015-03-21 00:00:00,2015-03-22 14:00:00
8555.16666667,2015-03-21 00:00:00,2015-03-22 15:00:00
8366.66666667,2015-03-21 00:00:00,2015-03-22 16:00:00
8192.5,2015-03-21 00:00:00,2015-03-22 17:00:00
7852.5,2015-03-21 00:00:00,2015-03-22 18:00:00
7750.16666667,2015-03-21 00:00:00,2015-03-22 19:00:00
7177.33333333,2015-03-21 00:00:00,2015-03-22 20:00:00
6263.33333333,2015-03-21 00:00:00,2015-03-22 21:00:00
5414.83333333,2015-03-21 00:00:00,2015-03-22 22:00:00
4706.5,2015-03-21 00:00:00,2015-03-22 23:00:00
4119.83333333,2015-03-22 00:00:00,2015-03-23 00:00:00
3699.66666667,2015-03-22 00:00:00,2015-03-23 01:00:00
3294.33333333,2015-03-22 00:00:00,2015-03-23 02:00:00
3273.16666667,2015-03-22 00:00:00,2015-03-23 03:00:00
3383.83333333,2015-03-22 00:00:00,2015-03-23 04:00:00
3434.0,2015-03-22 00:00:00,2015-03-23 05:00:00
3512.16666667,2015-03-22 00:00:00,2015-03-23 06:00:00
3463.0,2015-03-22 00:00:00,2015-03-23 07:00:00
3345.0,2015-03-22 00:00:00,2015-03-23 08:00:00
3488.33333333,2015-03-22 00:00:00,2015-03-23 09:00:00
3771.83333333,2015-03-22 00:00:00,2015-03-23 10:00:00
4322.66666667,2015-03-22 00:00:00,2015-03-23 11:00:00
4899.33333333,2015-03-22 00:00:00,2015-03-23 12:00:00
5171.16666667,2015-03-22 00:00:00,2015-03-23 13:00:00
5830.33333333,2015-03-22 00:00:00,2015-03-23 14:00:00
6373.0,2015-03-22 00:00:00,2015-03-23 15:00:00
7025.16666667,2015-03-22 00:00:00,2015-03-23 16:00:00
7571.5,2015-03-22 00:00:00,2015-03-23 17:00:00
8233.0,2015-03-22 00:00:00,2015-03-23 18:00:00
8737.66666667,2015-03-22 00:00:00,2015-03-23 19:00:00
9371.33333333,2015-03-22 00:00:00,2015-03-23 20:00:00
9986.16666667,2015-03-22 00:00:00,2015-03-23 21:00:00
10259.0,2015-03-22 00:00:00,2015-03-23 22:00:00
10034.0,2015-03-22 00:00:00,2015-03-23 23:00:00
9792.83333333,2015-03-23 00:00:00,2015-03-24 00:00:00
9672.16666667,2015-03-23 00:00:00,2015-03-24 01:00:00
9244.5,2015-03-23 00:00:00,2015-03-24 02:00:00
8336.66666667,2015-03-23 00:00:00,2015-03-24 03:00:00
7873.33333333,2015-03-23 00:00:00,2015-03-24 04:00:00
7761.16666667,2015-03-23 00:00:00,2015-03-24 05:00:00
7534.5,2015-03-23 00:00:00,2015-03-24 06:00:00
7251.83333333,2015-03-23 00:00:00,2015-03-24 07:00:00
7310.5,2015-03-23 00:00:00,2015-03-24 08:00:00
7907.5,2015-03-23 00:00:00,2015-03-24 09:00:00
8323.66666667,2015-03-23 00:00:00,2015-03-24 10:00:00
8605.33333333,2015-03-23 00:00:00,2015-03-24 11:00:00
8914.33333333,2015-03-23 00:00:00,2015-03-24 12:00:00
9272.66666667,2015-03-23 00:00:00,2015-03-24 13:00:00
9842.16666667,2015-03-23 00:00:00,2015-03-24 14:00:00
10251.6666667,2015-03-23 00:00:00,2015-03-24 15:00:00
10235.0,2015-03-23 00:00:00,2015-03-24 16:00:00
10216.1666667,2015-03-23 00:00:00,2015-03-24 17:00:00
10201.3333333,2015-03-23 00:00:00,2015-03-24 18:00:00
10183.3333333,2015-03-23 00:00:00,2015-03-24 19:00:00
9771.0,2015-03-23 00:00:00,2015-03-24 20:00:00
9713.16666667,2015-03-23 00:00:00,2015-03-24 21:00:00
9340.33333333,2015-03-23 00:00:00,2015-03-24 22:00:00
9368.16666667,2015-03-23 00:00:00,2015-03-24 23:00:00
9216.16666667,2015-03-24 00:00:00,2015-03-25 00:00:00
9291.5,2015-03-24 00:00:00,2015-03-25 01:00:00
10041.0,2015-03-24 00:00:00,2015-03-25 02:00:00
10516.0,2015-03-24 00:00:00,2015-03-25 03:00:00
10821.3333333,2015-03-24 00:00:00,2015-03-25 04:00:00
11154.1666667,2015-03-24 00:00:00,2015-03-25 05:00:00
11588.6666667,2015-03-24 00:00:00,2015-03-25 06:00:00
12179.5,2015-03-24 00:00:00,2015-03-25 07:00:00
12969.6666667,2015-03-24 00:00:00,2015-03-25 08:00:00
14262.0,2015-03-24 00:00:00,2015-03-25 09:00:00
14859.8333333,2015-03-24 00:00:00,2015-03-25 10:00:00
15098.3333333,2015-03-24 00:00:00,2015-03-25 11:00:00
15326.0,2015-03-24 00:00:00,2015-03-25 12:00:00
15356.5,2015-03-24 00:00:00,2015-03-25 13:00:00
15329.1666667,2015-03-24 00:00:00,2015-03-25 14:00:00
15224.5,2015-03-24 00:00:00,2015-03-25 15:00:00
14782.1666667,2015-03-24 00:00:00,2015-03-25 16:00:00
14031.3333333,2015-03-24 00:00:00,2015-03-25 17:00:00
12652.3333333,2015-03-24 00:00:00,2015-03-25 18:00:00
11754.1666667,2015-03-24 00:00:00,2015-03-25 19:00:00
11127.1666667,2015-03-24 00:00:00,2015-03-25 20:00:00
10801.6666667,2015-03-24 00:00:00,2015-03-25 21:00:00
10412.8333333,2015-03-24 00:00:00,2015-03-25 22:00:00
9983.0,2015-03-24 00:00:00,2015-03-25 23:00:00
9988.5,2015-03-25 00:00:00,2015-03-26 00:00:00
9822.0,2015-03-25 00:00:00,2015-03-26 01:00:00
9597.66666667,2015-03-25 00:00:00,2015-03-26 02:00:00
9704.66666667,2015-03-25 00:00:00,2015-03-26 03:00:00
9999.66666667,2015-03-25 00:00:00,2015-03-26 04:00:00
10207.6666667,2015-03-25 00:00:00,2015-03-26 05:00:00
10434.1666667,2015-03-25 00:00:00,2015-03-26 06:00:00
10683.3333333,2015-03-25 00:00:00,2015-03-26 07:00:00
10793.5,2015-03-25 00:00:00,2015-03-26 08:00:00
11205.0,2015-03-25 00:00:00,2015-03-26 09:00:00
11105.5,2015-03-25 00:00:00,2015-03-26 10:00:00
10934.6666667,2015-03-25 00:00:00,2015-03-26 11:00:00
10872.5,2015-03-25 00:00:00,2015-03-26 12:00:00
11295.3333333,2015-03-25 00:00:00,2015-03-26 13:00:00
11426.6666667,2015-03-25 00:00:00,2015-03-26 14:00:00
11562.5,2015-03-25 00:00:00,2015-03-26 15:00:00
11734.0,2015-03-25 00:00:00,2015-03-26 16:00:00
11654.3333333,2015-03-25 00:00:00,2015-03-26 17:00:00
11559.0,2015-03-25 00:00:00,2015-03-26 18:00:00
11633.0,2015-03-25 00:00:00,2015-03-26 19:00:00
11694.3333333,2015-03-25 00:00:00,2015-03-26 20:00:00
11520.0,2015-03-25 00:00:00,2015-03-26 21:00:00
11138.1666667,2015-03-25 00:00:00,2015-03-26 22:00:00
10941.0,2015-03-25 00:00:00,2015-03-26 23:00:00
11066.6666667,2015-03-26 00:00:00,2015-03-27 00:00:00
11013.6666667,2015-03-26 00:00:00,2015-03-27 01:00:00
10683.1666667,2015-03-26 00:00:00,2015-03-27 02:00:00
10439.8333333,2015-03-26 00:00:00,2015-03-27 03:00:00
9903.66666667,2015-03-26 00:00:00,2015-03-27 04:00:00
9470.83333333,2015-03-26 00:00:00,2015-03-27 05:00:00
9656.66666667,2015-03-26 00:00:00,2015-03-27 06:00:00
9365.66666667,2015-03-26 00:00:00,2015-03-27 07:00:00
9348.16666667,2015-03-26 00:00:00,2015-03-27 08:00:00
9474.5,2015-03-26 00:00:00,2015-03-27 09:00:00
9640.5,2015-03-26 00:00:00,2015-03-27 10:00:00
9896.66666667,2015-03-26 00:00:00,2015-03-27 11:00:00
10151.3333333,2015-03-26 00:00:00,2015-03-27 12:00:00
10142.3333333,2015-03-26 00:00:00,2015-03-27 13:00:00
9945.0,2015-03-26 00:00:00,2015-03-27 14:00:00
9962.0,2015-03-26 00:00:00,2015-03-27 15:00:00
9813.83333333,2015-03-26 00:00:00,2015-03-27 16:00:00
9312.66666667,2015-03-26 00:00:00,2015-03-27 17:00:00
8666.66666667,2015-03-26 00:00:00,2015-03-27 18:00:00
8667.83333333,2015-03-26 00:00:00,2015-03-27 19:00:00
