,Demand,Predict
1518,30595.8333333,23991.1297963
1519,33522.3333333,27021.495465
1520,34912.1666667,30001.5613448
1521,35319.6666667,33715.3937588
1522,34924.6666667,33175.141348
1523,34521.0,32514.7594788
1524,34196.3333333,33115.4606736
1525,33062.8333333,31402.3436193
1526,32185.6666667,31274.7856531
1527,31801.1666667,31037.5876212
1528,31690.8333333,29977.830883
1529,31963.1666667,30727.710213
1530,34889.6666667,29988.4248311
1531,35813.6666667,31235.1118393
1532,35274.6666667,31474.3185114
1533,32809.6666667,32156.5188495
1534,29546.6666667,32824.0929011
1535,27352.0,33915.7013751
1536,25393.0,27169.8586469
1537,24237.3333333,27421.6390145
1538,23793.3333333,28009.6831363
1539,23684.0,28850.7019235
1540,24311.0,28243.3625434
1541,26720.3333333,28946.5390331
1542,30951.5,29320.88003
1543,33601.1666667,31656.3492159
1544,34530.3333333,33175.8299127
1545,34771.0,35574.6840707
1546,34381.1666667,35271.5944627
1547,34074.8333333,35353.5931777
1548,33790.5,34047.9613899
1549,32599.6666667,33306.8038718
1550,31799.0,32613.8630008
1551,31498.6666667,32433.1534956
1552,31395.1666667,30754.0008237
1553,31442.6666667,29397.3531817
1554,34427.1666667,29977.7987998
1555,35774.8333333,29921.7272136
1556,35553.1666667,30958.5304695
1557,32831.8333333,31224.839388
1558,29623.0,31498.6817995
1559,27275.5,31638.5974554
1560,25528.3333333,25304.7934112
1561,24458.0,26042.4189098
1562,23874.6666667,25745.0066568
1563,23991.8333333,25231.2961889
1564,24411.0,25689.6351038
1565,26729.3333333,25823.5044579
1566,31188.3333333,25918.3693815
1567,33501.1666667,27645.6879387
1568,34630.5,29980.6600806
1569,34988.8333333,31752.7747484
1570,34731.1666667,33496.922188
1571,34357.6666667,33479.4390057
1572,34231.0,34469.7853079
1573,33182.0,34140.8268291
1574,32498.3333333,33945.8175255
1575,32182.8333333,34143.6802457
1576,32196.8333333,32642.798795
1577,32523.3333333,33193.0473721
1578,35087.8333333,30957.9003816
1579,35828.3333333,32290.0219705
1580,35274.5,33099.612185
1581,32682.0,34023.0081023
1582,29521.3333333,34322.0832303
1583,27495.3333333,32903.3592729
1584,25539.6666667,25072.070481
1585,24296.8333333,25106.1524865
1586,23890.6666667,24356.7169696
1587,23776.1666667,24363.3451094
1588,24217.1666667,24544.1343157
1589,26585.1666667,25583.3722147
1590,30949.0,26030.0638517
1591,32994.6666667,27985.3090838
1592,34138.1666667,30155.3828048
1593,34366.8333333,31405.7896294
1594,34116.8333333,32531.8916731
1595,33839.8333333,32375.2355402
1596,33790.0,33078.7032137
1597,32720.0,33833.626695
1598,32019.3333333,33308.2374021
1599,31840.3333333,33450.4474434
1600,31767.6666667,32582.2138369
1601,32046.6666667,31728.5253591
1602,34720.6666667,30858.4924914
1603,35516.6666667,30573.9257572
1604,35225.5,29927.5142647
1605,32690.8333333,29329.9221523
1606,29622.6666667,28984.4749809
1607,27770.0,29651.9563349
1608,25727.3333333,23972.7695222
1609,24478.3333333,23657.939181
1610,24054.5,23867.4232177
1611,23937.6666667,23871.5426396
1612,24399.8333333,25384.3500504
1613,26769.6666667,27182.2033224
1614,31182.8333333,28336.2244373
1615,33177.3333333,29720.3129021
1616,34551.1666667,30890.5780336
1617,35152.3333333,32651.1921144
1618,35200.6666667,33710.8207942
1619,35056.3333333,34021.0298411
1620,35081.5,34236.0459277
1621,34077.5,35049.5543025
1622,33287.8333333,36111.0982558
1623,33165.0,36429.7851303
1624,33121.0,35880.8790889
1625,33166.6666667,33781.5813141
1626,35454.0,33239.479754
1627,35677.1666667,33014.3951194
1628,34962.1666667,33283.0259843
1629,32800.3333333,33908.9184399
1630,30212.6666667,32953.4137646
1631,28490.6666667,31471.0506473
1632,26389.6666667,22957.1245911
1633,24789.5,22875.4553093
1634,23999.0,24033.2552724
1635,23645.1666667,25062.4105865
1636,23535.6666667,24723.1415053
1637,24085.5,26560.7651032
1638,25140.8333333,28162.6391532
1639,26367.6666667,28522.1426182
1640,29299.6666667,28751.6677173
1641,31597.8333333,31057.5970433
1642,32529.0,30350.2557435
1643,32325.0,31022.3542723
1644,32414.6666667,30347.7239653
1645,31729.8333333,30257.1548665
1646,30395.5,29974.0191786
1647,29436.5,30261.2978236
1648,29065.0,31275.576443
1649,29903.6666667,31098.1375863
1650,32508.6666667,32638.9858071
1651,33654.8333333,31995.7160328
1652,33347.6666667,33778.5822829
1653,31800.8333333,33848.0722974
1654,29499.1666667,32618.9677547
1655,27276.5,31283.1309671
1656,24950.6666667,22328.8748513
1657,23188.5,22563.1738186
1658,22242.8333333,22307.1878058
1659,21924.8333333,22424.8783201
1660,21656.5,21170.2387392
1661,22166.3333333,20355.0307365
1662,22720.8333333,19982.7221048
1663,23118.6666667,22814.9347495
1664,25395.8333333,25122.8402448
1665,27653.6666667,28157.9746212
1666,28691.5,29437.1240106
1667,28618.1666667,29236.3791294
1668,28910.0,30489.0186527
1669,28932.0,32433.0404037
1670,27649.6666667,33304.2989219
1671,26836.3333333,35851.3589403
1672,26538.8333333,35328.0539689
1673,27390.5,35286.4432583
1674,29944.5,35160.7826859
1675,31946.3333333,34309.5394328
1676,32524.0,33857.2310955
1677,31682.8333333,32889.396342
1678,29359.8333333,32243.1612439
1679,26575.1666667,32396.543825
1680,25393.0,26536.8344156
1681,24237.3333333,27020.3916138
1682,23793.3333333,28080.3941851
1683,23684.0,29303.2879299
1684,24311.0,28998.5087184
1685,26720.3333333,29984.5784533
1686,30951.5,30539.9328852
1687,33601.1666667,32477.7879721
1688,34530.3333333,33373.087927
1689,34771.0,34888.4353659
1690,34381.1666667,35443.4004237
1691,34074.8333333,35782.7057008
1692,33790.5,35373.7018291
1693,32599.6666667,34619.8497576
1694,31799.0,33229.8261623
1695,31498.6666667,32910.0059921
1696,31395.1666667,31926.5531615
1697,31442.6666667,31716.3606109
1698,34427.1666667,31518.9914241
1699,35774.8333333,31644.7198062
1700,35553.1666667,32705.1955529
1701,32831.8333333,32859.7507592
1702,29623.0,33314.5989999
1703,27275.5,32663.4796211
1704,25528.3333333,26484.7141963
1705,24458.0,26436.5477038
1706,23874.6666667,26547.7679487
1707,23991.8333333,26360.6082295
1708,24411.0,26400.1066022
1709,26729.3333333,26165.4130026
1710,31188.3333333,26040.9057392
1711,33501.1666667,28157.4785375
1712,34630.5,30364.6385827
1713,34988.8333333,32072.6608103
1714,34731.1666667,33231.025369
1715,34357.6666667,33823.3345731
1716,34231.0,34899.5028776
1717,33182.0,33783.8430017
1718,32498.3333333,33023.6012338
1719,32182.8333333,32046.51952
1720,32196.8333333,32133.9549439
1721,32523.3333333,30861.2526712
1722,35087.8333333,29256.2929442
1723,35828.3333333,30221.5707113
1724,35274.5,30175.2640191
1725,32682.0,32155.0866774
1726,29521.3333333,31448.5044266
1727,27495.3333333,31889.344599
1728,25539.6666667,25044.7370079
1729,24296.8333333,24233.3732743
1730,23890.6666667,25254.8356063
1731,23776.1666667,25799.3564354
1732,24217.1666667,25541.9924331
1733,26585.1666667,27174.1686549
1734,30949.0,26996.1612871
1735,32994.6666667,27988.2984737
1736,34138.1666667,30342.7221039
1737,34366.8333333,31598.0578686
1738,34116.8333333,31860.8817378
1739,33839.8333333,32340.9147306
1740,33790.0,32628.0047307
1741,32720.0,32351.6872618
1742,32019.3333333,32169.462607
1743,31840.3333333,31337.8498981
1744,31767.6666667,29849.6973907
1745,32046.6666667,29377.4042982
1746,34720.6666667,29267.434464
1747,35516.6666667,30509.2347025
1748,35225.5,31139.8470829
1749,32690.8333333,32136.2054319
1750,29622.6666667,31922.5365917
1751,27770.0,32087.994761
1752,25727.3333333,25344.4569269
1753,24478.3333333,25415.0274836
1754,24054.5,24813.3885167
1755,23937.6666667,24520.0541216
1756,24399.8333333,25320.6414282
1757,26769.6666667,26620.4056318
1758,31182.8333333,27898.439065
1759,33177.3333333,29567.1323523
1760,34551.1666667,31448.0480684
1761,35152.3333333,33192.6802291
1762,35200.6666667,32026.4298349
1763,35056.3333333,32388.0102499
1764,35081.5,33551.6995074
1765,34077.5,32654.6188589
1766,33287.8333333,32514.9931682
1767,33165.0,32091.2136888
1768,33121.0,32348.4968365
1769,33166.6666667,32336.8729136
1770,35454.0,31640.4325906
1771,35677.1666667,32207.1565066
1772,34962.1666667,33391.295736
1773,32800.3333333,34161.8507855
1774,30212.6666667,33619.3335206
1775,28490.6666667,33829.1645319
1776,26389.6666667,26186.2223518
1777,24789.5,26385.6238628
1778,23999.0,26586.2855385
1779,23645.1666667,26494.6637469
1780,23535.6666667,26633.2958716
1781,24085.5,27382.8237834
1782,25140.8333333,27891.5202354
1783,26367.6666667,28553.569094
1784,29299.6666667,28861.5519912
1785,31597.8333333,29530.7693795
1786,32529.0,29718.8370859
1787,32325.0,30182.4068649
1788,32414.6666667,30060.9006542
1789,31729.8333333,29345.1763828
1790,30395.5,29403.9788863
1791,29436.5,29233.9874683
1792,29065.0,29221.3583929
1793,29903.6666667,29581.0932981
1794,32508.6666667,29565.6416665
1795,33654.8333333,29570.4227005
1796,33347.6666667,30695.2474972
1797,31800.8333333,30452.3485335
1798,29499.1666667,31097.1496991
1799,27276.5,32261.4408147
1800,24950.6666667,25516.7904104
1801,23188.5,25266.7855327
1802,22242.8333333,24382.9434074
1803,21924.8333333,22809.3730864
1804,21656.5,22617.6113871
1805,22166.3333333,22004.4799358
1806,22720.8333333,20204.5759869
1807,23118.6666667,22663.525638
1808,25395.8333333,25897.808395
1809,27653.6666667,27294.3514574
1810,28691.5,28349.6513989
1811,28618.1666667,29995.3605386
1812,28910.0,32511.747288
1813,28932.0,32805.3958571
1814,27649.6666667,32620.0960281
1815,26836.3333333,33461.4800852
1816,26538.8333333,31997.2461273
1817,27390.5,31261.5425187
1818,29944.5,30856.8370447
1819,31946.3333333,30751.8221978
1820,32524.0,29716.8016208
1821,31682.8333333,30503.3336517
1822,29359.8333333,31386.6110183
1823,26575.1666667,33210.3565145
1824,24461.6666667,27247.7655358
1825,23038.0,26519.4358643
1826,22595.5,24481.8458691
1827,22523.1666667,24654.602297
1828,23161.6666667,25430.1841835
1829,25736.5,25838.0359371
1830,29948.6666667,26518.8456585
1831,32483.1666667,28707.8122632
1832,34174.5,31172.265647
1833,34674.0,33896.9536852
1834,34751.3333333,35078.5989025
1835,34436.6666667,35712.4242509
1836,34407.5,36069.8593985
1837,33242.1666667,34918.9477231
1838,32455.8333333,32752.5661799
1839,32106.6666667,32775.0268817
1840,31743.3333333,31601.05137
1841,31897.1666667,31308.89354
1842,34606.5,31617.3936394
1843,35824.8333333,31723.9619048
1844,35486.5,32592.3621339
1845,33340.3333333,32352.2166563
1846,30276.3333333,32182.4619973
1847,27630.3333333,32874.6866
1848,25528.3333333,26456.0620819
1849,24458.0,26655.2459102
1850,23874.6666667,26493.8643694
1851,23991.8333333,26530.1443952
1852,24411.0,26172.075864
1853,26729.3333333,26199.1482583
1854,31188.3333333,25709.5531075
1855,33501.1666667,28548.8259374
1856,34630.5,30226.4516197
1857,34988.8333333,32796.858063
1858,34731.1666667,34310.6033815
1859,34357.6666667,34105.2038567
1860,34231.0,34691.1357618
1861,33182.0,33680.5484172
1862,32498.3333333,32030.3617549
1863,32182.8333333,31578.1605117
1864,32196.8333333,32203.9762424
1865,32523.3333333,31742.4034771
1866,35087.8333333,31424.4986658
1867,35828.3333333,32108.6374628
1868,35274.5,32622.1149209
1869,32682.0,33205.11637
1870,29521.3333333,33244.5121205
1871,27495.3333333,34005.6881219
1872,25539.6666667,26447.1378043
1873,24296.8333333,27208.1343412
1874,23890.6666667,27370.7868217
1875,23776.1666667,28592.1808482
1876,24217.1666667,27856.1620141
1877,26585.1666667,27646.980338
1878,30949.0,28121.2921403
1879,32994.6666667,28818.8910116
1880,34138.1666667,29799.5184118
1881,34366.8333333,30486.5023872
1882,34116.8333333,32075.8209343
1883,33839.8333333,33780.1582641
1884,33790.0,34676.8089457
1885,32720.0,33004.685636
1886,32019.3333333,31212.0282785
1887,31840.3333333,30785.5770496
1888,31767.6666667,29986.7239231
1889,32046.6666667,30067.2480666
1890,34720.6666667,30735.7522204
1891,35516.6666667,31226.2450298
1892,35225.5,30542.2055039
1893,32690.8333333,31306.1981175
1894,29622.6666667,31341.2785381
1895,27770.0,32201.7592041
1896,25727.3333333,26420.6476493
1897,24478.3333333,26613.4364606
1898,24054.5,26759.1755523
1899,23937.6666667,27561.008779
1900,24399.8333333,27660.37144
1901,26769.6666667,28999.196757
1902,31182.8333333,30169.529884
1903,33177.3333333,31987.9149711
1904,34551.1666667,32178.6897941
1905,35152.3333333,33255.2947539
1906,35200.6666667,32382.8240212
1907,35056.3333333,31622.9496202
1908,35081.5,31201.4957219
1909,34077.5,32431.6860806
1910,33287.8333333,33276.9104976
1911,33165.0,35044.4630347
1912,33121.0,32001.8584243
1913,33166.6666667,31709.2252416
1914,35454.0,30034.4345763
1915,35677.1666667,29975.2309933
1916,34962.1666667,31293.8627288
1917,32800.3333333,32537.918475
1918,30212.6666667,31836.7692619
1919,28490.6666667,31716.9659406
1920,26389.6666667,24279.256346
1921,24789.5,24510.3793719
1922,23999.0,25164.223189
1923,23645.1666667,25692.813666
1924,23535.6666667,25739.0678255
1925,24085.5,25478.406717
1926,25140.8333333,25492.9526666
1927,26367.6666667,26025.9928358
1928,29299.6666667,26046.7411045
1929,31597.8333333,26363.9025792
1930,32529.0,26823.3452148
1931,32325.0,27319.3463791
1932,32414.6666667,27114.5678781
1933,31729.8333333,27809.6416479
1934,30395.5,27395.369645
1935,29436.5,28393.1833901
1936,29065.0,27341.222594
1937,29903.6666667,27919.205355
1938,32508.6666667,28798.8480075
1939,33654.8333333,29635.9626633
1940,33347.6666667,30128.9962928
1941,31800.8333333,31451.0470486
1942,29499.1666667,31351.3909344
1943,27276.5,30136.568329
1944,24950.6666667,23020.7132793
1945,23188.5,24048.6678598
1946,22242.8333333,24219.385659
1947,21924.8333333,25531.3709307
1948,21656.5,25005.8108658
1949,22166.3333333,25174.8624888
1950,22720.8333333,26077.7605467
1951,23118.6666667,24617.7171552
1952,25395.8333333,26609.3239297
1953,27653.6666667,26900.4406534
1954,28691.5,26854.7423781
1955,28618.1666667,27792.9175509
1956,28910.0,29309.422716
1957,28932.0,29339.4116108
1958,27649.6666667,29217.6632669
1959,26836.3333333,30499.3995758
1960,26538.8333333,29237.1946528
1961,27390.5,29100.0144497
1962,29944.5,28446.60345
1963,31946.3333333,28044.3936175
1964,32524.0,28558.9113427
1965,31682.8333333,28213.4562716
1966,29359.8333333,28353.2510869
1967,26575.1666667,29096.5386249
1968,24461.6666667,20125.3136826
1969,23038.0,21697.3415271
1970,22595.5,22947.8430274
1971,22523.1666667,23539.5604435
1972,23161.6666667,24745.4033034
1973,25736.5,25569.3764155
1974,29948.6666667,26802.7590866
1975,32483.1666667,29212.0701478
1976,34174.5,31562.7723942
1977,34674.0,33870.6393358
1978,34751.3333333,34514.0430285
1979,34436.6666667,35358.4664198
1980,34407.5,36094.6946801
1981,33242.1666667,35950.2888463
1982,32455.8333333,34637.7585973
1983,32106.6666667,32348.2292722
1984,31743.3333333,32036.26211
1985,31897.1666667,30753.3932542
1986,34606.5,30280.4116521
1987,35824.8333333,30052.1793093
1988,35486.5,30788.2358318
1989,33340.3333333,30826.9586689
1990,30276.3333333,31994.3525352
1991,27630.3333333,31514.7875987
1992,25506.6666667,24561.2505113
1993,24312.6666667,24957.5770817
1994,23770.8333333,24806.7757282
1995,23662.8333333,25378.5057413
1996,24076.8333333,26090.8787416
1997,26671.5,26084.5479986
1998,30454.0,26948.4906702
1999,33682.1666667,30302.251522
2000,35084.1666667,32872.6753702
2001,35617.5,35429.0428466
2002,35316.6666667,36383.0251246
2003,34786.5,37318.7570783
2004,34694.3333333,37220.5197792
2005,33357.6666667,37557.152737
2006,32464.5,37181.0841681
2007,32000.5,36391.5754346
2008,31840.0,36006.5536756
2009,31845.5,34828.7041412
2010,34620.5,34324.0988208
2011,36471.5,34847.9894124
2012,36109.8333333,35378.8112463
2013,33348.6666667,34303.2712936
2014,30100.5,34111.3940388
2015,27602.6666667,33654.3762745
2016,25539.6666667,28125.2410751
2017,24296.8333333,28272.6035223
2018,23890.6666667,28419.3115095
2019,23776.1666667,28564.4835468
2020,24217.1666667,28398.0430951
2021,26585.1666667,28035.3888306
2022,30949.0,27977.9667441
2023,32994.6666667,29087.8570808
2024,34138.1666667,30630.2888194
2025,34366.8333333,31925.6363264
2026,34116.8333333,33017.9163481
2027,33839.8333333,33969.2667014
2028,33790.0,33836.1590659
2029,32720.0,32559.5187246
2030,32019.3333333,32139.9344599
2031,31840.3333333,31346.0021598
2032,31767.6666667,30314.873821
2033,32046.6666667,29793.0302763
2034,34720.6666667,30482.1925891
2035,35516.6666667,29803.0657165
2036,35225.5,29721.8601556
2037,32690.8333333,28590.1028196
2038,29622.6666667,29607.1634463
2039,27770.0,29601.2267108
2040,25727.3333333,23511.4056178
2041,24478.3333333,23758.2067929
2042,24054.5,25070.0795315
2043,23937.6666667,25619.3005018
2044,24399.8333333,26502.2866655
2045,26769.6666667,27685.9815976
2046,31182.8333333,29831.2823939
2047,33177.3333333,31335.8759616
2048,34551.1666667,31782.149359
2049,35152.3333333,32506.5041221
2050,35200.6666667,32649.0796876
2051,35056.3333333,32565.2366047
2052,35081.5,32879.674198
2053,34077.5,33628.8756051
2054,33287.8333333,35799.4334491
2055,33165.0,36814.1802137
2056,33121.0,33865.043911
2057,33166.6666667,30696.950274
2058,35454.0,27625.7115514
2059,35677.1666667,29707.2949929
2060,34962.1666667,30393.9117312
2061,32800.3333333,32828.0814699
2062,30212.6666667,31586.3855283
2063,28490.6666667,30952.7937878
2064,26389.6666667,23084.224225
2065,24789.5,22896.8667912
2066,23999.0,23245.0861848
2067,23645.1666667,24490.7313286
2068,23535.6666667,22936.655664
2069,24085.5,22689.7223663
2070,25140.8333333,22153.7665594
2071,26367.6666667,25335.1564741
2072,29299.6666667,27690.5761018
2073,31597.8333333,30013.2508944
2074,32529.0,30221.0278212
2075,32325.0,28505.2552607
2076,32414.6666667,27988.575361
2077,31729.8333333,27982.8378569
2078,30395.5,27525.4987317
2079,29436.5,27782.1286557
2080,29065.0,29208.134115
2081,29903.6666667,28798.8183783
2082,32508.6666667,28942.220852
2083,33654.8333333,28496.0151853
2084,33347.6666667,28731.0542712
2085,31800.8333333,28236.547676
2086,29499.1666667,28118.0158909
2087,27276.5,27536.1370648
2088,24950.6666667,20182.1735105
2089,23188.5,20891.9762012
2090,22242.8333333,21948.3342515
2091,21924.8333333,23779.2033268
2092,21656.5,23578.9203278
2093,22166.3333333,24206.8666089
2094,22720.8333333,24927.4019214
2095,23118.6666667,27326.3637032
2096,25395.8333333,29183.0332269
2097,27653.6666667,30970.1767802
2098,28691.5,31701.3574233
2099,28618.1666667,33037.2893885
2100,28910.0,34674.9514134
2101,28932.0,32648.2038088
2102,27649.6666667,31792.3868721
2103,26836.3333333,30880.4267012
2104,26538.8333333,29594.1336659
2105,27390.5,28725.1977422
2106,29944.5,29371.9974376
2107,31946.3333333,30369.0222802
2108,32524.0,31554.1948917
2109,31682.8333333,31858.8355396
2110,29359.8333333,30910.1203239
2111,26575.1666667,30397.6366067
2112,24461.6666667,23049.1177386
2113,23038.0,23909.2093722
2114,22595.5,25158.4457834
2115,22523.1666667,25525.3118645
2116,23161.6666667,25904.353811
2117,25736.5,25215.6487073
2118,29948.6666667,24977.3624334
2119,32483.1666667,27591.0063785
2120,34174.5,30456.7800092
2121,34674.0,32362.7996166
2122,34751.3333333,33193.8252675
2123,34436.6666667,33339.5811775
2124,34407.5,34036.2202428
2125,33242.1666667,33585.5282358
2126,32455.8333333,34454.3050459
2127,32106.6666667,34379.2376691
2128,31743.3333333,32776.936773
2129,31897.1666667,31964.5986597
2130,34606.5,31321.1742447
2131,35824.8333333,31714.0793363
2132,35486.5,30843.9045936
2133,33340.3333333,31866.1991951
2134,30276.3333333,33080.3601226
2135,27630.3333333,34565.1080167
2136,25506.6666667,28377.4380155
2137,24312.6666667,27623.4033477
2138,23770.8333333,27104.2056623
2139,23662.8333333,26244.565406
2140,24076.8333333,26191.0526578
2141,26671.5,27196.0825827
2142,30454.0,27450.8642826
2143,33682.1666667,30311.6033183
2144,35084.1666667,33492.8757867
2145,35617.5,36774.7125219
2146,35316.6666667,37570.054339
2147,34786.5,36161.3439485
2148,34694.3333333,36615.5876797
2149,33357.6666667,35654.7867151
2150,32464.5,35449.4081223
2151,32000.5,36556.8303145
2152,31840.0,36333.0339486
2153,31845.5,35284.7084582
2154,34620.5,36166.2305705
2155,36471.5,35672.9167819
2156,36109.8333333,35985.982534
2157,33348.6666667,35530.4169768
2158,30100.5,35342.9991391
2159,27602.6666667,34766.5420582
2160,25568.6666667,28064.7529196
2161,24374.3333333,26003.4932998
2162,23821.3333333,24782.5055243
2163,23706.1666667,24085.3023101
2164,24163.8333333,24074.0010152
2165,26731.1666667,24320.1199291
2166,31106.5,24037.2815885
2167,34005.0,26321.3805152
2168,35143.1666667,28732.5321162
2169,35551.1666667,31234.6219661
2170,35031.3333333,32592.0785497
2171,34596.8333333,33079.4074021
2172,34101.6666667,35938.3417866
2173,32892.3333333,34610.7794687
2174,32342.8333333,34613.6102312
2175,31796.8333333,34395.1150378
2176,31765.6666667,33638.5005491
2177,31960.6666667,32874.2082497
2178,34544.0,32415.469003
2179,36083.5,32520.4916698
2180,35300.0,33562.2063503
2181,32991.6666667,33584.7110877
2182,29941.5,32800.7235049
2183,27585.5,33713.1517167
2184,25727.3333333,23671.3806206
2185,24478.3333333,24274.8155551
2186,24054.5,25084.8028482
2187,23937.6666667,24634.6150261
2188,24399.8333333,26582.59918
2189,26769.6666667,27928.7675279
2190,31182.8333333,29239.2657838
2191,33177.3333333,30583.4690245
2192,34551.1666667,31704.860964
2193,35152.3333333,32900.1365333
2194,35200.6666667,32918.6874559
2195,35056.3333333,32506.7741524
2196,35081.5,33296.1849899
2197,34077.5,32930.2353016
2198,33287.8333333,32788.5572338
2199,33165.0,33188.1560453
2200,33121.0,31314.3482814
2201,33166.6666667,30248.5047901
2202,35454.0,29196.4478966
2203,35677.1666667,30712.2079331
2204,34962.1666667,31401.9832902
2205,32800.3333333,32030.7721875
2206,30212.6666667,31728.006014
2207,28490.6666667,32666.5640297
2208,26389.6666667,25492.8525064
2209,24789.5,25679.0022702
2210,23999.0,25706.153353
2211,23645.1666667,25926.777238
2212,23535.6666667,25470.4011992
2213,24085.5,25129.1397607
2214,25140.8333333,24612.9753906
2215,26367.6666667,27211.27154
2216,29299.6666667,29532.3611428
2217,31597.8333333,30970.6336841
2218,32529.0,31257.4562222
2219,32325.0,31890.1566605
2220,32414.6666667,31641.2424034
2221,31729.8333333,30372.9065349
2222,30395.5,29395.7188058
2223,29436.5,29052.5760316
2224,29065.0,29467.1423536
2225,29903.6666667,30433.0284851
2226,32508.6666667,30707.6670676
2227,33654.8333333,31160.6484034
2228,33347.6666667,33036.8905565
2229,31800.8333333,33269.001905
2230,29499.1666667,33196.0582153
2231,27276.5,33065.2421363
2232,24950.6666667,25457.4552106
2233,23188.5,25507.0017539
2234,22242.8333333,25435.9441992
2235,21924.8333333,26265.2749403
2236,21656.5,25981.1372703
2237,22166.3333333,25937.5283665
2238,22720.8333333,26121.6486867
2239,23118.6666667,26986.3140341
2240,25395.8333333,28515.1657195
2241,27653.6666667,29014.6561199
2242,28691.5,30820.1930732
2243,28618.1666667,30978.090803
2244,28910.0,32116.0007499
2245,28932.0,31591.8646509
2246,27649.6666667,31407.2926305
2247,26836.3333333,31777.0976133
2248,26538.8333333,31904.9739289
2249,27390.5,31648.2155357
2250,29944.5,32303.224461
2251,31946.3333333,31193.0343861
2252,32524.0,30705.5841674
2253,31682.8333333,30205.0509106
2254,29359.8333333,29972.7361504
2255,26575.1666667,30691.2338582
2256,24461.6666667,24717.2644934
2257,23038.0,24215.4711767
2258,22595.5,24899.2006816
2259,22523.1666667,24128.5176041
2260,23161.6666667,24839.0680713
2261,25736.5,26423.9959211
2262,29948.6666667,27552.0832058
2263,32483.1666667,30070.9531234
2264,34174.5,31574.0270561
2265,34674.0,34138.053405
2266,34751.3333333,35437.464339
2267,34436.6666667,35709.2431302
2268,34407.5,36618.2885395
2269,33242.1666667,35539.8915945
2270,32455.8333333,34278.868142
2271,32106.6666667,33206.9183742
2272,31743.3333333,32347.474887
2273,31897.1666667,32097.6941486
2274,34606.5,31807.3411803
2275,35824.8333333,32500.0404664
2276,35486.5,32918.6589787
2277,33340.3333333,32828.8617359
2278,30276.3333333,32366.0283503
2279,27630.3333333,33243.6276725
2280,25506.6666667,25899.4702603
2281,24312.6666667,26382.6454897
2282,23770.8333333,26567.9855144
2283,23662.8333333,27229.2068126
2284,24076.8333333,27496.5821981
2285,26671.5,27653.3226787
2286,30454.0,26886.7425342
2287,33682.1666667,29324.0544233
2288,35084.1666667,31826.0207941
2289,35617.5,33919.9798588
2290,35316.6666667,34736.2417558
2291,34786.5,34490.6709966
2292,34694.3333333,34952.8490809
2293,33357.6666667,34062.0862109
2294,32464.5,33655.4511611
2295,32000.5,33304.3684373
2296,31840.0,32942.7770858
2297,31845.5,32728.6812264
2298,34620.5,32527.1878853
2299,36471.5,32421.1897976
2300,36109.8333333,32854.1161502
2301,33348.6666667,32736.3927137
2302,30100.5,33491.6244747
2303,27602.6666667,33282.1189438
2304,25568.6666667,26396.6661709
2305,24374.3333333,26964.7446044
2306,23821.3333333,26855.8168706
2307,23706.1666667,26900.5308224
2308,24163.8333333,27444.7672345
2309,26731.1666667,27639.2208608
2310,31106.5,28090.2458432
2311,34005.0,29129.547281
2312,35143.1666667,32335.1618798
2313,35551.1666667,34206.0438227
2314,35031.3333333,33582.3287394
2315,34596.8333333,33577.724118
2316,34101.6666667,33070.010397
2317,32892.3333333,33930.3577121
2318,32342.8333333,34016.1869482
2319,31796.8333333,34346.4735608
2320,31765.6666667,32929.3924499
2321,31960.6666667,32042.2042771
2322,34544.0,30328.0628238
2323,36083.5,30971.3878838
2324,35300.0,30637.4489041
2325,32991.6666667,30818.9044357
2326,29941.5,30116.5218068
2327,27585.5,30715.6224162
2328,25604.6666667,24397.2935697
2329,24429.3333333,24717.8311212
2330,23907.8333333,25026.1553306
2331,23761.6666667,24992.0336046
2332,24248.8333333,24942.6012016
2333,26730.6666667,26073.8518119
2334,30615.5,26877.0750465
2335,33086.8333333,29012.2178735
2336,34316.0,32081.7047039
2337,34734.6666667,34702.6459033
2338,34602.5,34343.1574996
2339,34274.3333333,33563.4625909
2340,33861.8333333,33079.3129228
2341,32703.0,33000.0829924
2342,31966.1666667,32260.2290618
2343,31587.1666667,31976.0306835
2344,31528.0,31167.0913556
2345,31576.8333333,30799.1782122
2346,34248.5,31231.1896556
2347,35726.0,29546.5747757
2348,35125.3333333,30178.6779592
2349,32785.0,28847.8430915
2350,29781.6666667,29964.9673018
2351,27556.3333333,30043.811301
2352,26389.6666667,22190.8046415
2353,24789.5,22961.283343
2354,23999.0,24492.9859785
2355,23645.1666667,26029.1257718
2356,23535.6666667,27675.9074167
2357,24085.5,28918.1590178
2358,25140.8333333,30614.5259097
2359,26367.6666667,30233.8369186
2360,29299.6666667,29425.8723615
2361,31597.8333333,29682.4969932
2362,32529.0,30277.4595053
2363,32325.0,30652.6014842
2364,32414.6666667,28915.3759585
2365,31729.8333333,30348.869223
2366,30395.5,30492.6251977
2367,29436.5,31107.4873149
2368,29065.0,30389.4026839
2369,29903.6666667,29620.8574659
2370,32508.6666667,29613.9020004
2371,33654.8333333,31048.1659854
2372,33347.6666667,32987.7312627
2373,31800.8333333,34337.1422848
2374,29499.1666667,31954.0311216
2375,27276.5,31645.2725117
2376,24950.6666667,21485.8623671
2377,23188.5,22784.5195988
