Demand,available_date,prediction_date
38304.3333333,2015-07-06 00:00:00,2015-07-07 10:00:00
39228.1666667,2015-07-06 00:00:00,2015-07-07 11:00:00
38827.6666667,2015-07-06 00:00:00,2015-07-07 12:00:00
38376.8333333,2015-07-06 00:00:00,2015-07-07 13:00:00
38628.1666667,2015-07-06 00:00:00,2015-07-07 14:00:00
38953.3333333,2015-07-06 00:00:00,2015-07-07 15:00:00
38337.6666667,2015-07-06 00:00:00,2015-07-07 16:00:00
37478.1666667,2015-07-06 00:00:00,2015-07-07 17:00:00
36523.8333333,2015-07-06 00:00:00,2015-07-07 18:00:00
35868.6666667,2015-07-06 00:00:00,2015-07-07 19:00:00
35594.6666667,2015-07-06 00:00:00,2015-07-07 20:00:00
33590.0,2015-07-06 00:00:00,2015-07-07 21:00:00
31526.3333333,2015-07-06 00:00:00,2015-07-07 22:00:00
29118.6666667,2015-07-06 00:00:00,2015-07-07 23:00:00
27510.0,2015-07-07 00:00:00,2015-07-08 00:00:00
26660.5,2015-07-07 00:00:00,2015-07-08 01:00:00
26269.0,2015-07-07 00:00:00,2015-07-08 02:00:00
26287.0,2015-07-07 00:00:00,2015-07-08 03:00:00
27500.3333333,2015-07-07 00:00:00,2015-07-08 04:00:00
29390.5,2015-07-07 00:00:00,2015-07-08 05:00:00
32043.1666667,2015-07-07 00:00:00,2015-07-08 06:00:00
34291.0,2015-07-07 00:00:00,2015-07-08 07:00:00
36286.0,2015-07-07 00:00:00,2015-07-08 08:00:00
37317.5,2015-07-07 00:00:00,2015-07-08 09:00:00
38295.5,2015-07-07 00:00:00,2015-07-08 10:00:00
39168.3333333,2015-07-07 00:00:00,2015-07-08 11:00:00
38569.0,2015-07-07 00:00:00,2015-07-08 12:00:00
38422.6666667,2015-07-07 00:00:00,2015-07-08 13:00:00
38506.0,2015-07-07 00:00:00,2015-07-08 14:00:00
38443.3333333,2015-07-07 00:00:00,2015-07-08 15:00:00
37782.8333333,2015-07-07 00:00:00,2015-07-08 16:00:00
36866.1666667,2015-07-07 00:00:00,2015-07-08 17:00:00
35865.1666667,2015-07-07 00:00:00,2015-07-08 18:00:00
34998.5,2015-07-07 00:00:00,2015-07-08 19:00:00
35094.5,2015-07-07 00:00:00,2015-07-08 20:00:00
32872.1666667,2015-07-07 00:00:00,2015-07-08 21:00:00
30811.8333333,2015-07-07 00:00:00,2015-07-08 22:00:00
28708.3333333,2015-07-07 00:00:00,2015-07-08 23:00:00
27329.5,2015-07-08 00:00:00,2015-07-09 00:00:00
26528.8333333,2015-07-08 00:00:00,2015-07-09 01:00:00
26089.1666667,2015-07-08 00:00:00,2015-07-09 02:00:00
26051.8333333,2015-07-08 00:00:00,2015-07-09 03:00:00
27385.3333333,2015-07-08 00:00:00,2015-07-09 04:00:00
29406.0,2015-07-08 00:00:00,2015-07-09 05:00:00
31721.8333333,2015-07-08 00:00:00,2015-07-09 06:00:00
34071.0,2015-07-08 00:00:00,2015-07-09 07:00:00
35554.0,2015-07-08 00:00:00,2015-07-09 08:00:00
36141.0,2015-07-08 00:00:00,2015-07-09 09:00:00
37105.5,2015-07-08 00:00:00,2015-07-09 10:00:00
37791.0,2015-07-08 00:00:00,2015-07-09 11:00:00
37265.8333333,2015-07-08 00:00:00,2015-07-09 12:00:00
36845.6666667,2015-07-08 00:00:00,2015-07-09 13:00:00
37246.0,2015-07-08 00:00:00,2015-07-09 14:00:00
37203.5,2015-07-08 00:00:00,2015-07-09 15:00:00
36591.6666667,2015-07-08 00:00:00,2015-07-09 16:00:00
36119.3333333,2015-07-08 00:00:00,2015-07-09 17:00:00
35092.0,2015-07-08 00:00:00,2015-07-09 18:00:00
34557.0,2015-07-08 00:00:00,2015-07-09 19:00:00
34580.1666667,2015-07-08 00:00:00,2015-07-09 20:00:00
32453.1666667,2015-07-08 00:00:00,2015-07-09 21:00:00
30987.6666667,2015-07-08 00:00:00,2015-07-09 22:00:00
28704.1666667,2015-07-08 00:00:00,2015-07-09 23:00:00
27117.1666667,2015-07-09 00:00:00,2015-07-10 00:00:00
26264.5,2015-07-09 00:00:00,2015-07-10 01:00:00
25876.3333333,2015-07-09 00:00:00,2015-07-10 02:00:00
25913.0,2015-07-09 00:00:00,2015-07-10 03:00:00
27126.6666667,2015-07-09 00:00:00,2015-07-10 04:00:00
29050.3333333,2015-07-09 00:00:00,2015-07-10 05:00:00
31590.1666667,2015-07-09 00:00:00,2015-07-10 06:00:00
33752.0,2015-07-09 00:00:00,2015-07-10 07:00:00
35387.6666667,2015-07-09 00:00:00,2015-07-10 08:00:00
36154.8333333,2015-07-09 00:00:00,2015-07-10 09:00:00
37228.1666667,2015-07-09 00:00:00,2015-07-10 10:00:00
37888.6666667,2015-07-09 00:00:00,2015-07-10 11:00:00
37209.8333333,2015-07-09 00:00:00,2015-07-10 12:00:00
36646.3333333,2015-07-09 00:00:00,2015-07-10 13:00:00
36414.5,2015-07-09 00:00:00,2015-07-10 14:00:00
36433.0,2015-07-09 00:00:00,2015-07-10 15:00:00
36037.6666667,2015-07-09 00:00:00,2015-07-10 16:00:00
35301.0,2015-07-09 00:00:00,2015-07-10 17:00:00
34174.8333333,2015-07-09 00:00:00,2015-07-10 18:00:00
33166.8333333,2015-07-09 00:00:00,2015-07-10 19:00:00
32796.6666667,2015-07-09 00:00:00,2015-07-10 20:00:00
31669.8333333,2015-07-09 00:00:00,2015-07-10 21:00:00
29964.6666667,2015-07-09 00:00:00,2015-07-10 22:00:00
27924.1666667,2015-07-09 00:00:00,2015-07-10 23:00:00
26486.3333333,2015-07-10 00:00:00,2015-07-11 00:00:00
25413.5,2015-07-10 00:00:00,2015-07-11 01:00:00
24822.8333333,2015-07-10 00:00:00,2015-07-11 02:00:00
24401.1666667,2015-07-10 00:00:00,2015-07-11 03:00:00
24054.1666667,2015-07-10 00:00:00,2015-07-11 04:00:00
24120.1666667,2015-07-10 00:00:00,2015-07-11 05:00:00
25882.5,2015-07-10 00:00:00,2015-07-11 06:00:00
28341.3333333,2015-07-10 00:00:00,2015-07-11 07:00:00
30337.6666667,2015-07-10 00:00:00,2015-07-11 08:00:00
31194.8333333,2015-07-10 00:00:00,2015-07-11 09:00:00
31835.8333333,2015-07-10 00:00:00,2015-07-11 10:00:00
32391.0,2015-07-10 00:00:00,2015-07-11 11:00:00
32165.8333333,2015-07-10 00:00:00,2015-07-11 12:00:00
31540.5,2015-07-10 00:00:00,2015-07-11 13:00:00
30816.1666667,2015-07-10 00:00:00,2015-07-11 14:00:00
30682.3333333,2015-07-10 00:00:00,2015-07-11 15:00:00
30516.6666667,2015-07-10 00:00:00,2015-07-11 16:00:00
30458.3333333,2015-07-10 00:00:00,2015-07-11 17:00:00
30302.0,2015-07-10 00:00:00,2015-07-11 18:00:00
30358.8333333,2015-07-10 00:00:00,2015-07-11 19:00:00
30640.1666667,2015-07-10 00:00:00,2015-07-11 20:00:00
29878.6666667,2015-07-10 00:00:00,2015-07-11 21:00:00
27559.6666667,2015-07-10 00:00:00,2015-07-11 22:00:00
25728.8333333,2015-07-10 00:00:00,2015-07-11 23:00:00
24316.3333333,2015-07-11 00:00:00,2015-07-12 00:00:00
23385.6666667,2015-07-11 00:00:00,2015-07-12 01:00:00
22804.1666667,2015-07-11 00:00:00,2015-07-12 02:00:00
22518.0,2015-07-11 00:00:00,2015-07-12 03:00:00
22144.5,2015-07-11 00:00:00,2015-07-12 04:00:00
21759.1666667,2015-07-11 00:00:00,2015-07-12 05:00:00
22702.0,2015-07-11 00:00:00,2015-07-12 06:00:00
24501.5,2015-07-11 00:00:00,2015-07-12 07:00:00
25885.6666667,2015-07-11 00:00:00,2015-07-12 08:00:00
27040.0,2015-07-11 00:00:00,2015-07-12 09:00:00
27837.0,2015-07-11 00:00:00,2015-07-12 10:00:00
28809.6666667,2015-07-11 00:00:00,2015-07-12 11:00:00
29470.1666667,2015-07-11 00:00:00,2015-07-12 12:00:00
29044.6666667,2015-07-11 00:00:00,2015-07-12 13:00:00
28430.5,2015-07-11 00:00:00,2015-07-12 14:00:00
28150.8333333,2015-07-11 00:00:00,2015-07-12 15:00:00
28231.5,2015-07-11 00:00:00,2015-07-12 16:00:00
28405.6666667,2015-07-11 00:00:00,2015-07-12 17:00:00
28778.3333333,2015-07-11 00:00:00,2015-07-12 18:00:00
29623.1666667,2015-07-11 00:00:00,2015-07-12 19:00:00
31009.1666667,2015-07-11 00:00:00,2015-07-12 20:00:00
30160.1666667,2015-07-11 00:00:00,2015-07-12 21:00:00
28032.5,2015-07-11 00:00:00,2015-07-12 22:00:00
26363.6666667,2015-07-11 00:00:00,2015-07-12 23:00:00
25015.6666667,2015-07-12 00:00:00,2015-07-13 00:00:00
24127.0,2015-07-12 00:00:00,2015-07-13 01:00:00
23750.6666667,2015-07-12 00:00:00,2015-07-13 02:00:00
23973.8333333,2015-07-12 00:00:00,2015-07-13 03:00:00
25798.3333333,2015-07-12 00:00:00,2015-07-13 04:00:00
28022.1666667,2015-07-12 00:00:00,2015-07-13 05:00:00
30821.3333333,2015-07-12 00:00:00,2015-07-13 06:00:00
33569.0,2015-07-12 00:00:00,2015-07-13 07:00:00
35251.8333333,2015-07-12 00:00:00,2015-07-13 08:00:00
36364.6666667,2015-07-12 00:00:00,2015-07-13 09:00:00
37447.5,2015-07-12 00:00:00,2015-07-13 10:00:00
37957.0,2015-07-12 00:00:00,2015-07-13 11:00:00
37582.3333333,2015-07-12 00:00:00,2015-07-13 12:00:00
37409.8333333,2015-07-12 00:00:00,2015-07-13 13:00:00
37595.0,2015-07-12 00:00:00,2015-07-13 14:00:00
37669.1666667,2015-07-12 00:00:00,2015-07-13 15:00:00
36923.6666667,2015-07-12 00:00:00,2015-07-13 16:00:00
36047.6666667,2015-07-12 00:00:00,2015-07-13 17:00:00
35290.0,2015-07-12 00:00:00,2015-07-13 18:00:00
34691.6666667,2015-07-12 00:00:00,2015-07-13 19:00:00
34514.1666667,2015-07-12 00:00:00,2015-07-13 20:00:00
32511.6666667,2015-07-12 00:00:00,2015-07-13 21:00:00
30679.0,2015-07-12 00:00:00,2015-07-13 22:00:00
28674.5,2015-07-12 00:00:00,2015-07-13 23:00:00
27047.1666667,2015-07-13 00:00:00,2015-07-14 00:00:00
26162.5,2015-07-13 00:00:00,2015-07-14 01:00:00
25733.5,2015-07-13 00:00:00,2015-07-14 02:00:00
25742.6666667,2015-07-13 00:00:00,2015-07-14 03:00:00
27170.1666667,2015-07-13 00:00:00,2015-07-14 04:00:00
29197.8333333,2015-07-13 00:00:00,2015-07-14 05:00:00
31578.0,2015-07-13 00:00:00,2015-07-14 06:00:00
34081.5,2015-07-13 00:00:00,2015-07-14 07:00:00
35821.1666667,2015-07-13 00:00:00,2015-07-14 08:00:00
36774.8333333,2015-07-13 00:00:00,2015-07-14 09:00:00
37850.0,2015-07-13 00:00:00,2015-07-14 10:00:00
38684.1666667,2015-07-13 00:00:00,2015-07-14 11:00:00
38227.1666667,2015-07-13 00:00:00,2015-07-14 12:00:00
37753.1666667,2015-07-13 00:00:00,2015-07-14 13:00:00
38136.8333333,2015-07-13 00:00:00,2015-07-14 14:00:00
38143.0,2015-07-13 00:00:00,2015-07-14 15:00:00
37446.1666667,2015-07-13 00:00:00,2015-07-14 16:00:00
36737.6666667,2015-07-13 00:00:00,2015-07-14 17:00:00
35742.5,2015-07-13 00:00:00,2015-07-14 18:00:00
34913.1666667,2015-07-13 00:00:00,2015-07-14 19:00:00
34752.1666667,2015-07-13 00:00:00,2015-07-14 20:00:00
32708.3333333,2015-07-13 00:00:00,2015-07-14 21:00:00
30863.0,2015-07-13 00:00:00,2015-07-14 22:00:00
28709.5,2015-07-13 00:00:00,2015-07-14 23:00:00
27069.6666667,2015-07-14 00:00:00,2015-07-15 00:00:00
26242.6666667,2015-07-14 00:00:00,2015-07-15 01:00:00
25870.5,2015-07-14 00:00:00,2015-07-15 02:00:00
25992.6666667,2015-07-14 00:00:00,2015-07-15 03:00:00
27279.6666667,2015-07-14 00:00:00,2015-07-15 04:00:00
29374.5,2015-07-14 00:00:00,2015-07-15 05:00:00
31769.5,2015-07-14 00:00:00,2015-07-15 06:00:00
34390.6666667,2015-07-14 00:00:00,2015-07-15 07:00:00
36250.5,2015-07-14 00:00:00,2015-07-15 08:00:00
37245.1666667,2015-07-14 00:00:00,2015-07-15 09:00:00
38261.6666667,2015-07-14 00:00:00,2015-07-15 10:00:00
39290.1666667,2015-07-14 00:00:00,2015-07-15 11:00:00
38896.6666667,2015-07-14 00:00:00,2015-07-15 12:00:00
38542.1666667,2015-07-14 00:00:00,2015-07-15 13:00:00
38693.1666667,2015-07-14 00:00:00,2015-07-15 14:00:00
38864.5,2015-07-14 00:00:00,2015-07-15 15:00:00
38125.3333333,2015-07-14 00:00:00,2015-07-15 16:00:00
37299.5,2015-07-14 00:00:00,2015-07-15 17:00:00
36075.5,2015-07-14 00:00:00,2015-07-15 18:00:00
34844.0,2015-07-14 00:00:00,2015-07-15 19:00:00
34703.8333333,2015-07-14 00:00:00,2015-07-15 20:00:00
32727.5,2015-07-14 00:00:00,2015-07-15 21:00:00
31142.3333333,2015-07-14 00:00:00,2015-07-15 22:00:00
29005.6666667,2015-07-14 00:00:00,2015-07-15 23:00:00
27381.6666667,2015-07-15 00:00:00,2015-07-16 00:00:00
26673.6666667,2015-07-15 00:00:00,2015-07-16 01:00:00
26205.6666667,2015-07-15 00:00:00,2015-07-16 02:00:00
26199.5,2015-07-15 00:00:00,2015-07-16 03:00:00
27399.5,2015-07-15 00:00:00,2015-07-16 04:00:00
29337.3333333,2015-07-15 00:00:00,2015-07-16 05:00:00
31648.6666667,2015-07-15 00:00:00,2015-07-16 06:00:00
34542.3333333,2015-07-15 00:00:00,2015-07-16 07:00:00
35735.5,2015-07-15 00:00:00,2015-07-16 08:00:00
36458.5,2015-07-15 00:00:00,2015-07-16 09:00:00
37714.5,2015-07-15 00:00:00,2015-07-16 10:00:00
38710.1666667,2015-07-15 00:00:00,2015-07-16 11:00:00
38386.6666667,2015-07-15 00:00:00,2015-07-16 12:00:00
38080.6666667,2015-07-15 00:00:00,2015-07-16 13:00:00
38249.5,2015-07-15 00:00:00,2015-07-16 14:00:00
38235.0,2015-07-15 00:00:00,2015-07-16 15:00:00
37337.3333333,2015-07-15 00:00:00,2015-07-16 16:00:00
36555.0,2015-07-15 00:00:00,2015-07-16 17:00:00
35492.5,2015-07-15 00:00:00,2015-07-16 18:00:00
34859.3333333,2015-07-15 00:00:00,2015-07-16 19:00:00
35172.3333333,2015-07-15 00:00:00,2015-07-16 20:00:00
32863.3333333,2015-07-15 00:00:00,2015-07-16 21:00:00
31180.3333333,2015-07-15 00:00:00,2015-07-16 22:00:00
29149.3333333,2015-07-15 00:00:00,2015-07-16 23:00:00
27474.5,2015-07-16 00:00:00,2015-07-17 00:00:00
26588.6666667,2015-07-16 00:00:00,2015-07-17 01:00:00
26420.6666667,2015-07-16 00:00:00,2015-07-17 02:00:00
26416.8333333,2015-07-16 00:00:00,2015-07-17 03:00:00
27792.8333333,2015-07-16 00:00:00,2015-07-17 04:00:00
29728.8333333,2015-07-16 00:00:00,2015-07-17 05:00:00
32185.3333333,2015-07-16 00:00:00,2015-07-17 06:00:00
34594.0,2015-07-16 00:00:00,2015-07-17 07:00:00
36155.6666667,2015-07-16 00:00:00,2015-07-17 08:00:00
37080.5,2015-07-16 00:00:00,2015-07-17 09:00:00
38211.6666667,2015-07-16 00:00:00,2015-07-17 10:00:00
38912.1666667,2015-07-16 00:00:00,2015-07-17 11:00:00
38415.3333333,2015-07-16 00:00:00,2015-07-17 12:00:00
37816.8333333,2015-07-16 00:00:00,2015-07-17 13:00:00
37609.1666667,2015-07-16 00:00:00,2015-07-17 14:00:00
37445.8333333,2015-07-16 00:00:00,2015-07-17 15:00:00
36594.6666667,2015-07-16 00:00:00,2015-07-17 16:00:00
35909.1666667,2015-07-16 00:00:00,2015-07-17 17:00:00
34519.6666667,2015-07-16 00:00:00,2015-07-17 18:00:00
33896.6666667,2015-07-16 00:00:00,2015-07-17 19:00:00
33588.6666667,2015-07-16 00:00:00,2015-07-17 20:00:00
32064.3333333,2015-07-16 00:00:00,2015-07-17 21:00:00
30470.0,2015-07-16 00:00:00,2015-07-17 22:00:00
28679.8333333,2015-07-16 00:00:00,2015-07-17 23:00:00
27035.1666667,2015-07-17 00:00:00,2015-07-18 00:00:00
25922.6666667,2015-07-17 00:00:00,2015-07-18 01:00:00
25272.3333333,2015-07-17 00:00:00,2015-07-18 02:00:00
24764.6666667,2015-07-17 00:00:00,2015-07-18 03:00:00
24667.8333333,2015-07-17 00:00:00,2015-07-18 04:00:00
24652.1666667,2015-07-17 00:00:00,2015-07-18 05:00:00
26255.1666667,2015-07-17 00:00:00,2015-07-18 06:00:00
28986.8333333,2015-07-17 00:00:00,2015-07-18 07:00:00
30849.5,2015-07-17 00:00:00,2015-07-18 08:00:00
32025.0,2015-07-17 00:00:00,2015-07-18 09:00:00
32580.3333333,2015-07-17 00:00:00,2015-07-18 10:00:00
33248.3333333,2015-07-17 00:00:00,2015-07-18 11:00:00
33243.0,2015-07-17 00:00:00,2015-07-18 12:00:00
32452.0,2015-07-17 00:00:00,2015-07-18 13:00:00
31678.3333333,2015-07-17 00:00:00,2015-07-18 14:00:00
31370.0,2015-07-17 00:00:00,2015-07-18 15:00:00
31059.5,2015-07-17 00:00:00,2015-07-18 16:00:00
30754.5,2015-07-17 00:00:00,2015-07-18 17:00:00
30545.0,2015-07-17 00:00:00,2015-07-18 18:00:00
30628.8333333,2015-07-17 00:00:00,2015-07-18 19:00:00
30666.6666667,2015-07-17 00:00:00,2015-07-18 20:00:00
29464.8333333,2015-07-17 00:00:00,2015-07-18 21:00:00
27642.0,2015-07-17 00:00:00,2015-07-18 22:00:00
26002.0,2015-07-17 00:00:00,2015-07-18 23:00:00
24484.1666667,2015-07-18 00:00:00,2015-07-19 00:00:00
23527.6666667,2015-07-18 00:00:00,2015-07-19 01:00:00
22949.5,2015-07-18 00:00:00,2015-07-19 02:00:00
22676.3333333,2015-07-18 00:00:00,2015-07-19 03:00:00
22458.8333333,2015-07-18 00:00:00,2015-07-19 04:00:00
21880.1666667,2015-07-18 00:00:00,2015-07-19 05:00:00
22632.3333333,2015-07-18 00:00:00,2015-07-19 06:00:00
24359.0,2015-07-18 00:00:00,2015-07-19 07:00:00
25961.6666667,2015-07-18 00:00:00,2015-07-19 08:00:00
27061.8333333,2015-07-18 00:00:00,2015-07-19 09:00:00
27996.8333333,2015-07-18 00:00:00,2015-07-19 10:00:00
28792.5,2015-07-18 00:00:00,2015-07-19 11:00:00
29449.8333333,2015-07-18 00:00:00,2015-07-19 12:00:00
28981.6666667,2015-07-18 00:00:00,2015-07-19 13:00:00
28632.3333333,2015-07-18 00:00:00,2015-07-19 14:00:00
28455.0,2015-07-18 00:00:00,2015-07-19 15:00:00
28329.8333333,2015-07-18 00:00:00,2015-07-19 16:00:00
28472.8333333,2015-07-18 00:00:00,2015-07-19 17:00:00
28833.5,2015-07-18 00:00:00,2015-07-19 18:00:00
29772.8333333,2015-07-18 00:00:00,2015-07-19 19:00:00
31270.3333333,2015-07-18 00:00:00,2015-07-19 20:00:00
30222.8333333,2015-07-18 00:00:00,2015-07-19 21:00:00
28408.0,2015-07-18 00:00:00,2015-07-19 22:00:00
26546.6666667,2015-07-18 00:00:00,2015-07-19 23:00:00
25126.8333333,2015-07-19 00:00:00,2015-07-20 00:00:00
24434.5,2015-07-19 00:00:00,2015-07-20 01:00:00
24126.0,2015-07-19 00:00:00,2015-07-20 02:00:00
24457.8333333,2015-07-19 00:00:00,2015-07-20 03:00:00
26430.8333333,2015-07-19 00:00:00,2015-07-20 04:00:00
28627.5,2015-07-19 00:00:00,2015-07-20 05:00:00
31519.3333333,2015-07-19 00:00:00,2015-07-20 06:00:00
34283.5,2015-07-19 00:00:00,2015-07-20 07:00:00
36490.3333333,2015-07-19 00:00:00,2015-07-20 08:00:00
37480.6666667,2015-07-19 00:00:00,2015-07-20 09:00:00
38793.6666667,2015-07-19 00:00:00,2015-07-20 10:00:00
39327.0,2015-07-19 00:00:00,2015-07-20 11:00:00
39042.0,2015-07-19 00:00:00,2015-07-20 12:00:00
38665.1666667,2015-07-19 00:00:00,2015-07-20 13:00:00
38667.8333333,2015-07-19 00:00:00,2015-07-20 14:00:00
38544.8333333,2015-07-19 00:00:00,2015-07-20 15:00:00
37572.5,2015-07-19 00:00:00,2015-07-20 16:00:00
36776.1666667,2015-07-19 00:00:00,2015-07-20 17:00:00
35754.1666667,2015-07-19 00:00:00,2015-07-20 18:00:00
35306.0,2015-07-19 00:00:00,2015-07-20 19:00:00
34976.0,2015-07-19 00:00:00,2015-07-20 20:00:00
32881.8333333,2015-07-19 00:00:00,2015-07-20 21:00:00
31074.1666667,2015-07-19 00:00:00,2015-07-20 22:00:00
29077.5,2015-07-19 00:00:00,2015-07-20 23:00:00
27560.8333333,2015-07-20 00:00:00,2015-07-21 00:00:00
26741.3333333,2015-07-20 00:00:00,2015-07-21 01:00:00
26311.5,2015-07-20 00:00:00,2015-07-21 02:00:00
26468.0,2015-07-20 00:00:00,2015-07-21 03:00:00
27940.1666667,2015-07-20 00:00:00,2015-07-21 04:00:00
29916.6666667,2015-07-20 00:00:00,2015-07-21 05:00:00
32224.1666667,2015-07-20 00:00:00,2015-07-21 06:00:00
34919.6666667,2015-07-20 00:00:00,2015-07-21 07:00:00
37059.1666667,2015-07-20 00:00:00,2015-07-21 08:00:00
38016.0,2015-07-20 00:00:00,2015-07-21 09:00:00
39247.3333333,2015-07-20 00:00:00,2015-07-21 10:00:00
40052.6666667,2015-07-20 00:00:00,2015-07-21 11:00:00
39589.3333333,2015-07-20 00:00:00,2015-07-21 12:00:00
39025.3333333,2015-07-20 00:00:00,2015-07-21 13:00:00
38887.6666667,2015-07-20 00:00:00,2015-07-21 14:00:00
38771.6666667,2015-07-20 00:00:00,2015-07-21 15:00:00
37824.1666667,2015-07-20 00:00:00,2015-07-21 16:00:00
37020.5,2015-07-20 00:00:00,2015-07-21 17:00:00
35940.5,2015-07-20 00:00:00,2015-07-21 18:00:00
35318.0,2015-07-20 00:00:00,2015-07-21 19:00:00
35208.8333333,2015-07-20 00:00:00,2015-07-21 20:00:00
33059.1666667,2015-07-20 00:00:00,2015-07-21 21:00:00
31173.3333333,2015-07-20 00:00:00,2015-07-21 22:00:00
29030.0,2015-07-20 00:00:00,2015-07-21 23:00:00
27523.6666667,2015-07-21 00:00:00,2015-07-22 00:00:00
26778.6666667,2015-07-21 00:00:00,2015-07-22 01:00:00
26336.8333333,2015-07-21 00:00:00,2015-07-22 02:00:00
26415.3333333,2015-07-21 00:00:00,2015-07-22 03:00:00
27714.6666667,2015-07-21 00:00:00,2015-07-22 04:00:00
29613.8333333,2015-07-21 00:00:00,2015-07-22 05:00:00
32200.3333333,2015-07-21 00:00:00,2015-07-22 06:00:00
34569.6666667,2015-07-21 00:00:00,2015-07-22 07:00:00
36180.0,2015-07-21 00:00:00,2015-07-22 08:00:00
37485.6666667,2015-07-21 00:00:00,2015-07-22 09:00:00
38395.6666667,2015-07-21 00:00:00,2015-07-22 10:00:00
39128.3333333,2015-07-21 00:00:00,2015-07-22 11:00:00
38741.0,2015-07-21 00:00:00,2015-07-22 12:00:00
38082.1666667,2015-07-21 00:00:00,2015-07-22 13:00:00
37589.5,2015-07-21 00:00:00,2015-07-22 14:00:00
37600.6666667,2015-07-21 00:00:00,2015-07-22 15:00:00
37083.8333333,2015-07-21 00:00:00,2015-07-22 16:00:00
36310.5,2015-07-21 00:00:00,2015-07-22 17:00:00
35345.8333333,2015-07-21 00:00:00,2015-07-22 18:00:00
34793.5,2015-07-21 00:00:00,2015-07-22 19:00:00
34411.3333333,2015-07-21 00:00:00,2015-07-22 20:00:00
32492.6666667,2015-07-21 00:00:00,2015-07-22 21:00:00
30791.5,2015-07-21 00:00:00,2015-07-22 22:00:00
28796.1666667,2015-07-21 00:00:00,2015-07-22 23:00:00
27286.1666667,2015-07-22 00:00:00,2015-07-23 00:00:00
26479.3333333,2015-07-22 00:00:00,2015-07-23 01:00:00
26035.0,2015-07-22 00:00:00,2015-07-23 02:00:00
26117.0,2015-07-22 00:00:00,2015-07-23 03:00:00
27036.5,2015-07-22 00:00:00,2015-07-23 04:00:00
29310.1666667,2015-07-22 00:00:00,2015-07-23 05:00:00
31591.6666667,2015-07-22 00:00:00,2015-07-23 06:00:00
34101.6666667,2015-07-22 00:00:00,2015-07-23 07:00:00
35950.6666667,2015-07-22 00:00:00,2015-07-23 08:00:00
36917.5,2015-07-22 00:00:00,2015-07-23 09:00:00
38018.1666667,2015-07-22 00:00:00,2015-07-23 10:00:00
38829.5,2015-07-22 00:00:00,2015-07-23 11:00:00
38532.5,2015-07-22 00:00:00,2015-07-23 12:00:00
37978.3333333,2015-07-22 00:00:00,2015-07-23 13:00:00
37977.5,2015-07-22 00:00:00,2015-07-23 14:00:00
38019.3333333,2015-07-22 00:00:00,2015-07-23 15:00:00
37264.3333333,2015-07-22 00:00:00,2015-07-23 16:00:00
36433.8333333,2015-07-22 00:00:00,2015-07-23 17:00:00
35437.1666667,2015-07-22 00:00:00,2015-07-23 18:00:00
34777.8333333,2015-07-22 00:00:00,2015-07-23 19:00:00
34652.5,2015-07-22 00:00:00,2015-07-23 20:00:00
32706.0,2015-07-22 00:00:00,2015-07-23 21:00:00
31019.8333333,2015-07-22 00:00:00,2015-07-23 22:00:00
29060.0,2015-07-22 00:00:00,2015-07-23 23:00:00
27488.1666667,2015-07-23 00:00:00,2015-07-24 00:00:00
26646.3333333,2015-07-23 00:00:00,2015-07-24 01:00:00
26239.1666667,2015-07-23 00:00:00,2015-07-24 02:00:00
26288.5,2015-07-23 00:00:00,2015-07-24 03:00:00
27263.6666667,2015-07-23 00:00:00,2015-07-24 04:00:00
29487.0,2015-07-23 00:00:00,2015-07-24 05:00:00
32062.1666667,2015-07-23 00:00:00,2015-07-24 06:00:00
34499.8333333,2015-07-23 00:00:00,2015-07-24 07:00:00
36318.3333333,2015-07-23 00:00:00,2015-07-24 08:00:00
37347.5,2015-07-23 00:00:00,2015-07-24 09:00:00
38406.5,2015-07-23 00:00:00,2015-07-24 10:00:00
39121.3333333,2015-07-23 00:00:00,2015-07-24 11:00:00
38460.5,2015-07-23 00:00:00,2015-07-24 12:00:00
37463.3333333,2015-07-23 00:00:00,2015-07-24 13:00:00
37241.5,2015-07-23 00:00:00,2015-07-24 14:00:00
37165.8333333,2015-07-23 00:00:00,2015-07-24 15:00:00
36468.3333333,2015-07-23 00:00:00,2015-07-24 16:00:00
35815.3333333,2015-07-23 00:00:00,2015-07-24 17:00:00
34644.6666667,2015-07-23 00:00:00,2015-07-24 18:00:00
33876.6666667,2015-07-23 00:00:00,2015-07-24 19:00:00
33096.6666667,2015-07-23 00:00:00,2015-07-24 20:00:00
31139.5,2015-07-23 00:00:00,2015-07-24 21:00:00
30021.3333333,2015-07-23 00:00:00,2015-07-24 22:00:00
28381.0,2015-07-23 00:00:00,2015-07-24 23:00:00
26740.3333333,2015-07-24 00:00:00,2015-07-25 00:00:00
25707.3333333,2015-07-24 00:00:00,2015-07-25 01:00:00
25024.5,2015-07-24 00:00:00,2015-07-25 02:00:00
24546.6666667,2015-07-24 00:00:00,2015-07-25 03:00:00
24142.6666667,2015-07-24 00:00:00,2015-07-25 04:00:00
24229.6666667,2015-07-24 00:00:00,2015-07-25 05:00:00
25975.0,2015-07-24 00:00:00,2015-07-25 06:00:00
28111.1666667,2015-07-24 00:00:00,2015-07-25 07:00:00
29914.6666667,2015-07-24 00:00:00,2015-07-25 08:00:00
30718.5,2015-07-24 00:00:00,2015-07-25 09:00:00
