PTWind,available_date,prediction_date
1015.725,2015-07-06 00:00:00,2015-07-07 05:00:00
827.075,2015-07-06 00:00:00,2015-07-07 06:00:00
699.775,2015-07-06 00:00:00,2015-07-07 07:00:00
575.475,2015-07-06 00:00:00,2015-07-07 08:00:00
489.95,2015-07-06 00:00:00,2015-07-07 09:00:00
473.425,2015-07-06 00:00:00,2015-07-07 10:00:00
543.6,2015-07-06 00:00:00,2015-07-07 11:00:00
640.7,2015-07-06 00:00:00,2015-07-07 12:00:00
886.725,2015-07-06 00:00:00,2015-07-07 13:00:00
1094.525,2015-07-06 00:00:00,2015-07-07 14:00:00
1332.625,2015-07-06 00:00:00,2015-07-07 15:00:00
1525.3,2015-07-06 00:00:00,2015-07-07 16:00:00
1628.325,2015-07-06 00:00:00,2015-07-07 17:00:00
1644.825,2015-07-06 00:00:00,2015-07-07 18:00:00
1718.85,2015-07-06 00:00:00,2015-07-07 19:00:00
1779.425,2015-07-06 00:00:00,2015-07-07 20:00:00
1788.875,2015-07-06 00:00:00,2015-07-07 21:00:00
1722.025,2015-07-06 00:00:00,2015-07-07 22:00:00
1691.85,2015-07-06 00:00:00,2015-07-07 23:00:00
1574.6,2015-07-07 00:00:00,2015-07-08 00:00:00
1430.3,2015-07-07 00:00:00,2015-07-08 01:00:00
1285.475,2015-07-07 00:00:00,2015-07-08 02:00:00
1255.8,2015-07-07 00:00:00,2015-07-08 03:00:00
1253.275,2015-07-07 00:00:00,2015-07-08 04:00:00
1293.8,2015-07-07 00:00:00,2015-07-08 05:00:00
1273.525,2015-07-07 00:00:00,2015-07-08 06:00:00
1229.675,2015-07-07 00:00:00,2015-07-08 07:00:00
1011.0,2015-07-07 00:00:00,2015-07-08 08:00:00
831.825,2015-07-07 00:00:00,2015-07-08 09:00:00
643.65,2015-07-07 00:00:00,2015-07-08 10:00:00
519.275,2015-07-07 00:00:00,2015-07-08 11:00:00
513.325,2015-07-07 00:00:00,2015-07-08 12:00:00
502.9,2015-07-07 00:00:00,2015-07-08 13:00:00
529.925,2015-07-07 00:00:00,2015-07-08 14:00:00
631.425,2015-07-07 00:00:00,2015-07-08 15:00:00
673.95,2015-07-07 00:00:00,2015-07-08 16:00:00
720.675,2015-07-07 00:00:00,2015-07-08 17:00:00
806.45,2015-07-07 00:00:00,2015-07-08 18:00:00
837.475,2015-07-07 00:00:00,2015-07-08 19:00:00
803.975,2015-07-07 00:00:00,2015-07-08 20:00:00
827.975,2015-07-07 00:00:00,2015-07-08 21:00:00
891.6,2015-07-07 00:00:00,2015-07-08 22:00:00
1208.325,2015-07-07 00:00:00,2015-07-08 23:00:00
1510.7,2015-07-08 00:00:00,2015-07-09 00:00:00
1707.05,2015-07-08 00:00:00,2015-07-09 01:00:00
1779.1,2015-07-08 00:00:00,2015-07-09 02:00:00
1844.05,2015-07-08 00:00:00,2015-07-09 03:00:00
1833.425,2015-07-08 00:00:00,2015-07-09 04:00:00
1804.15,2015-07-08 00:00:00,2015-07-09 05:00:00
1708.4,2015-07-08 00:00:00,2015-07-09 06:00:00
1461.2,2015-07-08 00:00:00,2015-07-09 07:00:00
1131.85,2015-07-08 00:00:00,2015-07-09 08:00:00
890.925,2015-07-08 00:00:00,2015-07-09 09:00:00
780.625,2015-07-08 00:00:00,2015-07-09 10:00:00
662.075,2015-07-08 00:00:00,2015-07-09 11:00:00
454.325,2015-07-08 00:00:00,2015-07-09 12:00:00
357.65,2015-07-08 00:00:00,2015-07-09 13:00:00
361.15,2015-07-08 00:00:00,2015-07-09 14:00:00
448.175,2015-07-08 00:00:00,2015-07-09 15:00:00
526.625,2015-07-08 00:00:00,2015-07-09 16:00:00
568.025,2015-07-08 00:00:00,2015-07-09 17:00:00
632.0,2015-07-08 00:00:00,2015-07-09 18:00:00
604.375,2015-07-08 00:00:00,2015-07-09 19:00:00
607.35,2015-07-08 00:00:00,2015-07-09 20:00:00
571.1,2015-07-08 00:00:00,2015-07-09 21:00:00
494.15,2015-07-08 00:00:00,2015-07-09 22:00:00
495.45,2015-07-08 00:00:00,2015-07-09 23:00:00
493.225,2015-07-09 00:00:00,2015-07-10 00:00:00
518.925,2015-07-09 00:00:00,2015-07-10 01:00:00
585.975,2015-07-09 00:00:00,2015-07-10 02:00:00
684.975,2015-07-09 00:00:00,2015-07-10 03:00:00
784.7,2015-07-09 00:00:00,2015-07-10 04:00:00
838.975,2015-07-09 00:00:00,2015-07-10 05:00:00
825.2,2015-07-09 00:00:00,2015-07-10 06:00:00
869.175,2015-07-09 00:00:00,2015-07-10 07:00:00
849.525,2015-07-09 00:00:00,2015-07-10 08:00:00
823.1,2015-07-09 00:00:00,2015-07-10 09:00:00
881.05,2015-07-09 00:00:00,2015-07-10 10:00:00
1071.075,2015-07-09 00:00:00,2015-07-10 11:00:00
1183.15,2015-07-09 00:00:00,2015-07-10 12:00:00
1434.25,2015-07-09 00:00:00,2015-07-10 13:00:00
1611.7,2015-07-09 00:00:00,2015-07-10 14:00:00
1775.175,2015-07-09 00:00:00,2015-07-10 15:00:00
1810.45,2015-07-09 00:00:00,2015-07-10 16:00:00
1816.475,2015-07-09 00:00:00,2015-07-10 17:00:00
1777.575,2015-07-09 00:00:00,2015-07-10 18:00:00
1695.175,2015-07-09 00:00:00,2015-07-10 19:00:00
1729.25,2015-07-09 00:00:00,2015-07-10 20:00:00
1811.4,2015-07-09 00:00:00,2015-07-10 21:00:00
1771.525,2015-07-09 00:00:00,2015-07-10 22:00:00
1737.075,2015-07-09 00:00:00,2015-07-10 23:00:00
1703.225,2015-07-10 00:00:00,2015-07-11 00:00:00
1633.15,2015-07-10 00:00:00,2015-07-11 01:00:00
1716.55,2015-07-10 00:00:00,2015-07-11 02:00:00
1893.125,2015-07-10 00:00:00,2015-07-11 03:00:00
1971.275,2015-07-10 00:00:00,2015-07-11 04:00:00
1873.825,2015-07-10 00:00:00,2015-07-11 05:00:00
1705.95,2015-07-10 00:00:00,2015-07-11 06:00:00
1425.7,2015-07-10 00:00:00,2015-07-11 07:00:00
1079.75,2015-07-10 00:00:00,2015-07-11 08:00:00
765.6,2015-07-10 00:00:00,2015-07-11 09:00:00
578.75,2015-07-10 00:00:00,2015-07-11 10:00:00
580.675,2015-07-10 00:00:00,2015-07-11 11:00:00
625.7,2015-07-10 00:00:00,2015-07-11 12:00:00
758.15,2015-07-10 00:00:00,2015-07-11 13:00:00
975.6,2015-07-10 00:00:00,2015-07-11 14:00:00
1231.025,2015-07-10 00:00:00,2015-07-11 15:00:00
1344.525,2015-07-10 00:00:00,2015-07-11 16:00:00
1377.8,2015-07-10 00:00:00,2015-07-11 17:00:00
1366.8,2015-07-10 00:00:00,2015-07-11 18:00:00
1367.225,2015-07-10 00:00:00,2015-07-11 19:00:00
1421.85,2015-07-10 00:00:00,2015-07-11 20:00:00
1359.7,2015-07-10 00:00:00,2015-07-11 21:00:00
1192.375,2015-07-10 00:00:00,2015-07-11 22:00:00
1066.35,2015-07-10 00:00:00,2015-07-11 23:00:00
999.175,2015-07-11 00:00:00,2015-07-12 00:00:00
927.35,2015-07-11 00:00:00,2015-07-12 01:00:00
901.65,2015-07-11 00:00:00,2015-07-12 02:00:00
897.725,2015-07-11 00:00:00,2015-07-12 03:00:00
864.2,2015-07-11 00:00:00,2015-07-12 04:00:00
842.225,2015-07-11 00:00:00,2015-07-12 05:00:00
825.4,2015-07-11 00:00:00,2015-07-12 06:00:00
713.3,2015-07-11 00:00:00,2015-07-12 07:00:00
573.725,2015-07-11 00:00:00,2015-07-12 08:00:00
477.325,2015-07-11 00:00:00,2015-07-12 09:00:00
430.925,2015-07-11 00:00:00,2015-07-12 10:00:00
428.525,2015-07-11 00:00:00,2015-07-12 11:00:00
456.725,2015-07-11 00:00:00,2015-07-12 12:00:00
510.85,2015-07-11 00:00:00,2015-07-12 13:00:00
693.25,2015-07-11 00:00:00,2015-07-12 14:00:00
921.8,2015-07-11 00:00:00,2015-07-12 15:00:00
1015.75,2015-07-11 00:00:00,2015-07-12 16:00:00
1096.75,2015-07-11 00:00:00,2015-07-12 17:00:00
1117.275,2015-07-11 00:00:00,2015-07-12 18:00:00
1187.225,2015-07-11 00:00:00,2015-07-12 19:00:00
1224.275,2015-07-11 00:00:00,2015-07-12 20:00:00
1101.65,2015-07-11 00:00:00,2015-07-12 21:00:00
1000.45,2015-07-11 00:00:00,2015-07-12 22:00:00
953.75,2015-07-11 00:00:00,2015-07-12 23:00:00
808.7,2015-07-12 00:00:00,2015-07-13 00:00:00
734.3,2015-07-12 00:00:00,2015-07-13 01:00:00
782.175,2015-07-12 00:00:00,2015-07-13 02:00:00
815.3,2015-07-12 00:00:00,2015-07-13 03:00:00
855.825,2015-07-12 00:00:00,2015-07-13 04:00:00
814.0,2015-07-12 00:00:00,2015-07-13 05:00:00
745.3,2015-07-12 00:00:00,2015-07-13 06:00:00
560.55,2015-07-12 00:00:00,2015-07-13 07:00:00
363.1,2015-07-12 00:00:00,2015-07-13 08:00:00
247.75,2015-07-12 00:00:00,2015-07-13 09:00:00
205.175,2015-07-12 00:00:00,2015-07-13 10:00:00
233.425,2015-07-12 00:00:00,2015-07-13 11:00:00
256.625,2015-07-12 00:00:00,2015-07-13 12:00:00
315.4,2015-07-12 00:00:00,2015-07-13 13:00:00
414.25,2015-07-12 00:00:00,2015-07-13 14:00:00
544.05,2015-07-12 00:00:00,2015-07-13 15:00:00
675.975,2015-07-12 00:00:00,2015-07-13 16:00:00
737.9,2015-07-12 00:00:00,2015-07-13 17:00:00
819.225,2015-07-12 00:00:00,2015-07-13 18:00:00
979.675,2015-07-12 00:00:00,2015-07-13 19:00:00
1087.5,2015-07-12 00:00:00,2015-07-13 20:00:00
1046.425,2015-07-12 00:00:00,2015-07-13 21:00:00
994.55,2015-07-12 00:00:00,2015-07-13 22:00:00
948.325,2015-07-12 00:00:00,2015-07-13 23:00:00
907.425,2015-07-13 00:00:00,2015-07-14 00:00:00
860.325,2015-07-13 00:00:00,2015-07-14 01:00:00
826.75,2015-07-13 00:00:00,2015-07-14 02:00:00
830.925,2015-07-13 00:00:00,2015-07-14 03:00:00
781.175,2015-07-13 00:00:00,2015-07-14 04:00:00
749.25,2015-07-13 00:00:00,2015-07-14 05:00:00
608.3,2015-07-13 00:00:00,2015-07-14 06:00:00
438.05,2015-07-13 00:00:00,2015-07-14 07:00:00
239.675,2015-07-13 00:00:00,2015-07-14 08:00:00
132.575,2015-07-13 00:00:00,2015-07-14 09:00:00
119.05,2015-07-13 00:00:00,2015-07-14 10:00:00
183.425,2015-07-13 00:00:00,2015-07-14 11:00:00
307.275,2015-07-13 00:00:00,2015-07-14 12:00:00
442.225,2015-07-13 00:00:00,2015-07-14 13:00:00
570.3,2015-07-13 00:00:00,2015-07-14 14:00:00
733.15,2015-07-13 00:00:00,2015-07-14 15:00:00
842.7,2015-07-13 00:00:00,2015-07-14 16:00:00
884.175,2015-07-13 00:00:00,2015-07-14 17:00:00
949.45,2015-07-13 00:00:00,2015-07-14 18:00:00
1009.775,2015-07-13 00:00:00,2015-07-14 19:00:00
1072.55,2015-07-13 00:00:00,2015-07-14 20:00:00
1021.375,2015-07-13 00:00:00,2015-07-14 21:00:00
944.3,2015-07-13 00:00:00,2015-07-14 22:00:00
952.675,2015-07-13 00:00:00,2015-07-14 23:00:00
980.325,2015-07-14 00:00:00,2015-07-15 00:00:00
953.925,2015-07-14 00:00:00,2015-07-15 01:00:00
940.15,2015-07-14 00:00:00,2015-07-15 02:00:00
899.775,2015-07-14 00:00:00,2015-07-15 03:00:00
768.0,2015-07-14 00:00:00,2015-07-15 04:00:00
648.55,2015-07-14 00:00:00,2015-07-15 05:00:00
545.475,2015-07-14 00:00:00,2015-07-15 06:00:00
441.375,2015-07-14 00:00:00,2015-07-15 07:00:00
347.15,2015-07-14 00:00:00,2015-07-15 08:00:00
275.375,2015-07-14 00:00:00,2015-07-15 09:00:00
246.15,2015-07-14 00:00:00,2015-07-15 10:00:00
224.65,2015-07-14 00:00:00,2015-07-15 11:00:00
257.025,2015-07-14 00:00:00,2015-07-15 12:00:00
386.025,2015-07-14 00:00:00,2015-07-15 13:00:00
599.6,2015-07-14 00:00:00,2015-07-15 14:00:00
787.6,2015-07-14 00:00:00,2015-07-15 15:00:00
1037.45,2015-07-14 00:00:00,2015-07-15 16:00:00
1263.775,2015-07-14 00:00:00,2015-07-15 17:00:00
1390.175,2015-07-14 00:00:00,2015-07-15 18:00:00
1545.825,2015-07-14 00:00:00,2015-07-15 19:00:00
1759.625,2015-07-14 00:00:00,2015-07-15 20:00:00
1912.075,2015-07-14 00:00:00,2015-07-15 21:00:00
1961.575,2015-07-14 00:00:00,2015-07-15 22:00:00
2076.1,2015-07-14 00:00:00,2015-07-15 23:00:00
2161.75,2015-07-15 00:00:00,2015-07-16 00:00:00
2115.825,2015-07-15 00:00:00,2015-07-16 01:00:00
2160.175,2015-07-15 00:00:00,2015-07-16 02:00:00
2038.15,2015-07-15 00:00:00,2015-07-16 03:00:00
1706.525,2015-07-15 00:00:00,2015-07-16 04:00:00
1234.625,2015-07-15 00:00:00,2015-07-16 05:00:00
802.575,2015-07-15 00:00:00,2015-07-16 06:00:00
559.275,2015-07-15 00:00:00,2015-07-16 07:00:00
314.85,2015-07-15 00:00:00,2015-07-16 08:00:00
242.55,2015-07-15 00:00:00,2015-07-16 09:00:00
294.45,2015-07-15 00:00:00,2015-07-16 10:00:00
408.25,2015-07-15 00:00:00,2015-07-16 11:00:00
472.9,2015-07-15 00:00:00,2015-07-16 12:00:00
547.7,2015-07-15 00:00:00,2015-07-16 13:00:00
675.15,2015-07-15 00:00:00,2015-07-16 14:00:00
821.65,2015-07-15 00:00:00,2015-07-16 15:00:00
1028.75,2015-07-15 00:00:00,2015-07-16 16:00:00
1092.6,2015-07-15 00:00:00,2015-07-16 17:00:00
1265.15,2015-07-15 00:00:00,2015-07-16 18:00:00
1407.375,2015-07-15 00:00:00,2015-07-16 19:00:00
1527.1,2015-07-15 00:00:00,2015-07-16 20:00:00
1582.275,2015-07-15 00:00:00,2015-07-16 21:00:00
1550.875,2015-07-15 00:00:00,2015-07-16 22:00:00
1382.85,2015-07-15 00:00:00,2015-07-16 23:00:00
1166.6,2015-07-16 00:00:00,2015-07-17 00:00:00
1030.725,2015-07-16 00:00:00,2015-07-17 01:00:00
872.55,2015-07-16 00:00:00,2015-07-17 02:00:00
674.9,2015-07-16 00:00:00,2015-07-17 03:00:00
509.85,2015-07-16 00:00:00,2015-07-17 04:00:00
514.0,2015-07-16 00:00:00,2015-07-17 05:00:00
494.75,2015-07-16 00:00:00,2015-07-17 06:00:00
481.7,2015-07-16 00:00:00,2015-07-17 07:00:00
399.05,2015-07-16 00:00:00,2015-07-17 08:00:00
320.0,2015-07-16 00:00:00,2015-07-17 09:00:00
218.7,2015-07-16 00:00:00,2015-07-17 10:00:00
366.525,2015-07-16 00:00:00,2015-07-17 11:00:00
395.275,2015-07-16 00:00:00,2015-07-17 12:00:00
345.35,2015-07-16 00:00:00,2015-07-17 13:00:00
489.975,2015-07-16 00:00:00,2015-07-17 14:00:00
603.725,2015-07-16 00:00:00,2015-07-17 15:00:00
780.125,2015-07-16 00:00:00,2015-07-17 16:00:00
861.975,2015-07-16 00:00:00,2015-07-17 17:00:00
1006.95,2015-07-16 00:00:00,2015-07-17 18:00:00
981.5,2015-07-16 00:00:00,2015-07-17 19:00:00
931.375,2015-07-16 00:00:00,2015-07-17 20:00:00
783.925,2015-07-16 00:00:00,2015-07-17 21:00:00
700.4,2015-07-16 00:00:00,2015-07-17 22:00:00
642.225,2015-07-16 00:00:00,2015-07-17 23:00:00
528.025,2015-07-17 00:00:00,2015-07-18 00:00:00
448.275,2015-07-17 00:00:00,2015-07-18 01:00:00
491.5,2015-07-17 00:00:00,2015-07-18 02:00:00
573.325,2015-07-17 00:00:00,2015-07-18 03:00:00
622.4,2015-07-17 00:00:00,2015-07-18 04:00:00
725.35,2015-07-17 00:00:00,2015-07-18 05:00:00
831.2,2015-07-17 00:00:00,2015-07-18 06:00:00
694.825,2015-07-17 00:00:00,2015-07-18 07:00:00
587.875,2015-07-17 00:00:00,2015-07-18 08:00:00
641.7,2015-07-17 00:00:00,2015-07-18 09:00:00
744.0,2015-07-17 00:00:00,2015-07-18 10:00:00
882.15,2015-07-17 00:00:00,2015-07-18 11:00:00
1045.85,2015-07-17 00:00:00,2015-07-18 12:00:00
1252.9,2015-07-17 00:00:00,2015-07-18 13:00:00
1304.75,2015-07-17 00:00:00,2015-07-18 14:00:00
1263.925,2015-07-17 00:00:00,2015-07-18 15:00:00
1304.575,2015-07-17 00:00:00,2015-07-18 16:00:00
1309.125,2015-07-17 00:00:00,2015-07-18 17:00:00
1151.125,2015-07-17 00:00:00,2015-07-18 18:00:00
1124.625,2015-07-17 00:00:00,2015-07-18 19:00:00
1117.2,2015-07-17 00:00:00,2015-07-18 20:00:00
1143.225,2015-07-17 00:00:00,2015-07-18 21:00:00
1008.975,2015-07-17 00:00:00,2015-07-18 22:00:00
871.075,2015-07-17 00:00:00,2015-07-18 23:00:00
856.425,2015-07-18 00:00:00,2015-07-19 00:00:00
887.575,2015-07-18 00:00:00,2015-07-19 01:00:00
996.95,2015-07-18 00:00:00,2015-07-19 02:00:00
1096.25,2015-07-18 00:00:00,2015-07-19 03:00:00
1095.75,2015-07-18 00:00:00,2015-07-19 04:00:00
1023.05,2015-07-18 00:00:00,2015-07-19 05:00:00
893.55,2015-07-18 00:00:00,2015-07-19 06:00:00
505.0,2015-07-18 00:00:00,2015-07-19 07:00:00
312.45,2015-07-18 00:00:00,2015-07-19 08:00:00
242.6,2015-07-18 00:00:00,2015-07-19 09:00:00
261.5,2015-07-18 00:00:00,2015-07-19 10:00:00
340.425,2015-07-18 00:00:00,2015-07-19 11:00:00
534.1,2015-07-18 00:00:00,2015-07-19 12:00:00
712.6,2015-07-18 00:00:00,2015-07-19 13:00:00
857.725,2015-07-18 00:00:00,2015-07-19 14:00:00
934.85,2015-07-18 00:00:00,2015-07-19 15:00:00
1049.625,2015-07-18 00:00:00,2015-07-19 16:00:00
1172.5,2015-07-18 00:00:00,2015-07-19 17:00:00
1194.6,2015-07-18 00:00:00,2015-07-19 18:00:00
1099.225,2015-07-18 00:00:00,2015-07-19 19:00:00
1073.775,2015-07-18 00:00:00,2015-07-19 20:00:00
1001.525,2015-07-18 00:00:00,2015-07-19 21:00:00
989.15,2015-07-18 00:00:00,2015-07-19 22:00:00
971.625,2015-07-18 00:00:00,2015-07-19 23:00:00
1034.4,2015-07-19 00:00:00,2015-07-20 00:00:00
1033.05,2015-07-19 00:00:00,2015-07-20 01:00:00
914.775,2015-07-19 00:00:00,2015-07-20 02:00:00
777.125,2015-07-19 00:00:00,2015-07-20 03:00:00
654.625,2015-07-19 00:00:00,2015-07-20 04:00:00
557.7,2015-07-19 00:00:00,2015-07-20 05:00:00
490.15,2015-07-19 00:00:00,2015-07-20 06:00:00
367.5,2015-07-19 00:00:00,2015-07-20 07:00:00
266.65,2015-07-19 00:00:00,2015-07-20 08:00:00
226.325,2015-07-19 00:00:00,2015-07-20 09:00:00
263.85,2015-07-19 00:00:00,2015-07-20 10:00:00
350.375,2015-07-19 00:00:00,2015-07-20 11:00:00
445.675,2015-07-19 00:00:00,2015-07-20 12:00:00
619.925,2015-07-19 00:00:00,2015-07-20 13:00:00
824.375,2015-07-19 00:00:00,2015-07-20 14:00:00
1062.55,2015-07-19 00:00:00,2015-07-20 15:00:00
1254.4,2015-07-19 00:00:00,2015-07-20 16:00:00
1322.675,2015-07-19 00:00:00,2015-07-20 17:00:00
1187.975,2015-07-19 00:00:00,2015-07-20 18:00:00
1054.6,2015-07-19 00:00:00,2015-07-20 19:00:00
1009.25,2015-07-19 00:00:00,2015-07-20 20:00:00
1016.875,2015-07-19 00:00:00,2015-07-20 21:00:00
942.35,2015-07-19 00:00:00,2015-07-20 22:00:00
816.3,2015-07-19 00:00:00,2015-07-20 23:00:00
742.7,2015-07-20 00:00:00,2015-07-21 00:00:00
718.375,2015-07-20 00:00:00,2015-07-21 01:00:00
712.175,2015-07-20 00:00:00,2015-07-21 02:00:00
652.925,2015-07-20 00:00:00,2015-07-21 03:00:00
663.025,2015-07-20 00:00:00,2015-07-21 04:00:00
722.025,2015-07-20 00:00:00,2015-07-21 05:00:00
765.1,2015-07-20 00:00:00,2015-07-21 06:00:00
706.275,2015-07-20 00:00:00,2015-07-21 07:00:00
567.625,2015-07-20 00:00:00,2015-07-21 08:00:00
483.825,2015-07-20 00:00:00,2015-07-21 09:00:00
526.525,2015-07-20 00:00:00,2015-07-21 10:00:00
621.725,2015-07-20 00:00:00,2015-07-21 11:00:00
822.45,2015-07-20 00:00:00,2015-07-21 12:00:00
1081.75,2015-07-20 00:00:00,2015-07-21 13:00:00
1377.875,2015-07-20 00:00:00,2015-07-21 14:00:00
1656.775,2015-07-20 00:00:00,2015-07-21 15:00:00
1966.9,2015-07-20 00:00:00,2015-07-21 16:00:00
2204.625,2015-07-20 00:00:00,2015-07-21 17:00:00
2337.225,2015-07-20 00:00:00,2015-07-21 18:00:00
2436.775,2015-07-20 00:00:00,2015-07-21 19:00:00
2410.1,2015-07-20 00:00:00,2015-07-21 20:00:00
2351.775,2015-07-20 00:00:00,2015-07-21 21:00:00
2341.375,2015-07-20 00:00:00,2015-07-21 22:00:00
2047.425,2015-07-20 00:00:00,2015-07-21 23:00:00
1762.225,2015-07-21 00:00:00,2015-07-22 00:00:00
1535.125,2015-07-21 00:00:00,2015-07-22 01:00:00
1378.6,2015-07-21 00:00:00,2015-07-22 02:00:00
1275.675,2015-07-21 00:00:00,2015-07-22 03:00:00
1241.025,2015-07-21 00:00:00,2015-07-22 04:00:00
1151.45,2015-07-21 00:00:00,2015-07-22 05:00:00
1044.475,2015-07-21 00:00:00,2015-07-22 06:00:00
838.2,2015-07-21 00:00:00,2015-07-22 07:00:00
699.25,2015-07-21 00:00:00,2015-07-22 08:00:00
663.0,2015-07-21 00:00:00,2015-07-22 09:00:00
657.875,2015-07-21 00:00:00,2015-07-22 10:00:00
777.65,2015-07-21 00:00:00,2015-07-22 11:00:00
948.225,2015-07-21 00:00:00,2015-07-22 12:00:00
1138.875,2015-07-21 00:00:00,2015-07-22 13:00:00
1269.55,2015-07-21 00:00:00,2015-07-22 14:00:00
1440.575,2015-07-21 00:00:00,2015-07-22 15:00:00
1589.325,2015-07-21 00:00:00,2015-07-22 16:00:00
1627.35,2015-07-21 00:00:00,2015-07-22 17:00:00
1620.775,2015-07-21 00:00:00,2015-07-22 18:00:00
1548.675,2015-07-21 00:00:00,2015-07-22 19:00:00
1585.8,2015-07-21 00:00:00,2015-07-22 20:00:00
1572.95,2015-07-21 00:00:00,2015-07-22 21:00:00
1519.475,2015-07-21 00:00:00,2015-07-22 22:00:00
1543.35,2015-07-21 00:00:00,2015-07-22 23:00:00
1465.35,2015-07-22 00:00:00,2015-07-23 00:00:00
1434.925,2015-07-22 00:00:00,2015-07-23 01:00:00
1371.575,2015-07-22 00:00:00,2015-07-23 02:00:00
1357.825,2015-07-22 00:00:00,2015-07-23 03:00:00
1250.65,2015-07-22 00:00:00,2015-07-23 04:00:00
1141.85,2015-07-22 00:00:00,2015-07-23 05:00:00
1063.65,2015-07-22 00:00:00,2015-07-23 06:00:00
901.925,2015-07-22 00:00:00,2015-07-23 07:00:00
700.6,2015-07-22 00:00:00,2015-07-23 08:00:00
673.8,2015-07-22 00:00:00,2015-07-23 09:00:00
733.375,2015-07-22 00:00:00,2015-07-23 10:00:00
876.375,2015-07-22 00:00:00,2015-07-23 11:00:00
977.95,2015-07-22 00:00:00,2015-07-23 12:00:00
1149.425,2015-07-22 00:00:00,2015-07-23 13:00:00
1460.825,2015-07-22 00:00:00,2015-07-23 14:00:00
1734.45,2015-07-22 00:00:00,2015-07-23 15:00:00
1910.025,2015-07-22 00:00:00,2015-07-23 16:00:00
1983.725,2015-07-22 00:00:00,2015-07-23 17:00:00
2064.225,2015-07-22 00:00:00,2015-07-23 18:00:00
2115.625,2015-07-22 00:00:00,2015-07-23 19:00:00
2122.55,2015-07-22 00:00:00,2015-07-23 20:00:00
2088.8,2015-07-22 00:00:00,2015-07-23 21:00:00
2100.075,2015-07-22 00:00:00,2015-07-23 22:00:00
2050.225,2015-07-22 00:00:00,2015-07-23 23:00:00
2049.4,2015-07-23 00:00:00,2015-07-24 00:00:00
2077.7,2015-07-23 00:00:00,2015-07-24 01:00:00
2071.25,2015-07-23 00:00:00,2015-07-24 02:00:00
2076.25,2015-07-23 00:00:00,2015-07-24 03:00:00
2143.4,2015-07-23 00:00:00,2015-07-24 04:00:00
2103.7,2015-07-23 00:00:00,2015-07-24 05:00:00
1914.6,2015-07-23 00:00:00,2015-07-24 06:00:00
1910.05,2015-07-23 00:00:00,2015-07-24 07:00:00
1717.35,2015-07-23 00:00:00,2015-07-24 08:00:00
1606.775,2015-07-23 00:00:00,2015-07-24 09:00:00
1473.375,2015-07-23 00:00:00,2015-07-24 10:00:00
1321.675,2015-07-23 00:00:00,2015-07-24 11:00:00
1316.775,2015-07-23 00:00:00,2015-07-24 12:00:00
1276.75,2015-07-23 00:00:00,2015-07-24 13:00:00
1444.475,2015-07-23 00:00:00,2015-07-24 14:00:00
1663.35,2015-07-23 00:00:00,2015-07-24 15:00:00
1807.025,2015-07-23 00:00:00,2015-07-24 16:00:00
2015.525,2015-07-23 00:00:00,2015-07-24 17:00:00
2217.45,2015-07-23 00:00:00,2015-07-24 18:00:00
2282.875,2015-07-23 00:00:00,2015-07-24 19:00:00
2235.225,2015-07-23 00:00:00,2015-07-24 20:00:00
2280.65,2015-07-23 00:00:00,2015-07-24 21:00:00
2379.275,2015-07-23 00:00:00,2015-07-24 22:00:00
2187.775,2015-07-23 00:00:00,2015-07-24 23:00:00
1979.2,2015-07-24 00:00:00,2015-07-25 00:00:00
1942.75,2015-07-24 00:00:00,2015-07-25 01:00:00
1977.3,2015-07-24 00:00:00,2015-07-25 02:00:00
2028.575,2015-07-24 00:00:00,2015-07-25 03:00:00
1933.325,2015-07-24 00:00:00,2015-07-25 04:00:00
1821.4,2015-07-24 00:00:00,2015-07-25 05:00:00
1749.95,2015-07-24 00:00:00,2015-07-25 06:00:00
1551.125,2015-07-24 00:00:00,2015-07-25 07:00:00
1199.975,2015-07-24 00:00:00,2015-07-25 08:00:00
868.9,2015-07-24 00:00:00,2015-07-25 09:00:00
679.175,2015-07-24 00:00:00,2015-07-25 10:00:00
544.15,2015-07-24 00:00:00,2015-07-25 11:00:00
583.35,2015-07-24 00:00:00,2015-07-25 12:00:00
701.425,2015-07-24 00:00:00,2015-07-25 13:00:00
801.175,2015-07-24 00:00:00,2015-07-25 14:00:00
889.325,2015-07-24 00:00:00,2015-07-25 15:00:00
1038.2,2015-07-24 00:00:00,2015-07-25 16:00:00
1124.825,2015-07-24 00:00:00,2015-07-25 17:00:00
1131.925,2015-07-24 00:00:00,2015-07-25 18:00:00
1173.35,2015-07-24 00:00:00,2015-07-25 19:00:00
1190.575,2015-07-24 00:00:00,2015-07-25 20:00:00
1127.175,2015-07-24 00:00:00,2015-07-25 21:00:00
1030.675,2015-07-24 00:00:00,2015-07-25 22:00:00
1068.8,2015-07-24 00:00:00,2015-07-25 23:00:00
1114.525,2015-07-25 00:00:00,2015-07-26 00:00:00
1116.625,2015-07-25 00:00:00,2015-07-26 01:00:00
1069.675,2015-07-25 00:00:00,2015-07-26 02:00:00
1109.075,2015-07-25 00:00:00,2015-07-26 03:00:00
1176.55,2015-07-25 00:00:00,2015-07-26 04:00:00
1256.45,2015-07-25 00:00:00,2015-07-26 05:00:00
1274.85,2015-07-25 00:00:00,2015-07-26 06:00:00
